SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack01_RCM_221214/830/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 172 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.066e+000    5.461e-001  
T     =       2.290s        2.290s  

RSS   =   1.741e-002
SD    =   2.409e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.041e+000    4.144e-002
    2       2.000s    7.596e-001    6.729e-001   -8.673e-002
    3       3.000s    4.539e-001    4.348e-001   -1.911e-002
    4       4.000s    2.313e-001    2.809e-001    4.967e-002
    5       5.000s    1.343e-001    1.815e-001    4.720e-002
    6       6.000s    1.012e-001    1.173e-001    1.608e-002
    7       7.000s    7.190e-002    7.578e-002    3.874e-003
    8       8.000s    4.545e-002    4.896e-002    3.511e-003
    9       9.000s    3.880e-002    3.164e-002   -7.163e-003
   10      10.000s    4.230e-002    2.044e-002   -2.186e-002
   11      11.000s    3.731e-002    1.321e-002   -2.410e-002
   12      12.000s    2.623e-002    8.534e-003   -1.770e-002
   13      13.000s    2.133e-002    5.514e-003   -1.582e-002
   14      14.000s    2.108e-002    3.563e-003   -1.752e-002
   15      15.000s    1.676e-002    2.302e-003   -1.446e-002
   16      16.000s    1.022e-002    1.487e-003   -8.728e-003
   17      17.000s    8.599e-003    9.610e-004   -7.638e-003
   18      18.000s    1.010e-002    6.209e-004   -9.482e-003
   19      19.000s    8.433e-003    4.012e-004   -8.032e-003
   20      20.000s    4.971e-003    2.592e-004   -4.712e-003
   21      21.000s    4.970e-003    1.675e-004   -4.803e-003
   22      22.000s    7.017e-003    1.082e-004   -6.908e-003
   23      23.000s    6.320e-003    6.992e-005   -6.251e-003
   24      24.000s    3.986e-003    4.518e-005   -3.941e-003
   25      25.000s    4.164e-003    2.919e-005   -4.135e-003
   26      26.000s    5.857e-003    1.886e-005   -5.838e-003
   27      27.000s    5.474e-003    1.219e-005   -5.462e-003
   28      28.000s    4.144e-003    7.874e-006   -4.136e-003
   29      29.000s    5.340e-003    5.088e-006   -5.335e-003
   30      30.000s    8.239e-003    3.287e-006   -8.236e-003

============================================================

