SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack01_RCM_221214/610/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 459 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.385e+000    3.840e-002  
T     =       2.920s       18.343s  

RSS   =   2.871e-003
SD    =   9.782e-003

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.020e+000    1.961e-002
    2       2.000s    7.589e-001    7.326e-001   -2.631e-002
    3       3.000s    5.488e-001    5.283e-001   -2.050e-002
    4       4.000s    3.822e-001    3.828e-001    6.152e-004
    5       5.000s    2.621e-001    2.791e-001    1.699e-002
    6       6.000s    1.856e-001    2.051e-001    1.950e-002
    7       7.000s    1.388e-001    1.522e-001    1.344e-002
    8       8.000s    1.070e-001    1.143e-001    7.222e-003
    9       9.000s    8.557e-002    8.701e-002    1.448e-003
   10      10.000s    7.299e-002    6.735e-002   -5.636e-003
   11      11.000s    6.381e-002    5.309e-002   -1.071e-002
   12      12.000s    5.321e-002    4.269e-002   -1.052e-002
   13      13.000s    4.297e-002    3.504e-002   -7.928e-003
   14      14.000s    3.623e-002    2.936e-002   -6.875e-003
   15      15.000s    3.134e-002    2.509e-002   -6.250e-003
   16      16.000s    2.548e-002    2.183e-002   -3.649e-003
   17      17.000s    1.986e-002    1.930e-002   -5.549e-004
   18      18.000s    1.660e-002    1.730e-002    7.000e-004
   19      19.000s    1.456e-002    1.570e-002    1.140e-003
   20      20.000s    1.198e-002    1.437e-002    2.395e-003
   21      21.000s    9.989e-003    1.326e-002    3.274e-003
   22      22.000s    9.803e-003    1.231e-002    2.509e-003
   23      23.000s    9.840e-003    1.148e-002    1.644e-003
   24      24.000s    8.599e-003    1.075e-002    2.152e-003
   25      25.000s    7.393e-003    1.009e-002    2.699e-003
   26      26.000s    7.540e-003    9.493e-003    1.954e-003
   27      27.000s    7.791e-003    8.945e-003    1.154e-003
   28      28.000s    6.988e-003    8.439e-003    1.451e-003
   29      29.000s    6.391e-003    7.969e-003    1.577e-003
   30      30.000s    7.243e-003    7.530e-003    2.873e-004

============================================================

