SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack01_RCM_221214/530/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.448e+000    2.598e-003  
T     =       3.484s    2153502117308.413s  

RSS   =   3.655e-002
SD    =   3.491e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.089e+000    8.925e-002
    2       2.000s    8.898e-001    8.181e-001   -7.170e-002
    3       3.000s    7.219e-001    6.146e-001   -1.074e-001
    4       4.000s    5.028e-001    4.619e-001   -4.094e-002
    5       5.000s    3.114e-001    3.473e-001    3.590e-002
    6       6.000s    2.026e-001    2.613e-001    5.864e-002
    7       7.000s    1.512e-001    1.967e-001    4.556e-002
    8       8.000s    1.109e-001    1.483e-001    3.734e-002
    9       9.000s    7.854e-002    1.119e-001    3.339e-002
   10      10.000s    6.809e-002    8.464e-002    1.656e-002
   11      11.000s    6.695e-002    6.417e-002   -2.784e-003
   12      12.000s    5.394e-002    4.881e-002   -5.132e-003
   13      13.000s    3.525e-002    3.728e-002    2.026e-003
   14      14.000s    2.900e-002    2.862e-002   -3.792e-004
   15      15.000s    3.138e-002    2.213e-002   -9.256e-003
   16      16.000s    2.654e-002    1.725e-002   -9.286e-003
   17      17.000s    1.611e-002    1.360e-002   -2.516e-003
   18      18.000s    1.304e-002    1.085e-002   -2.183e-003
   19      19.000s    1.617e-002    8.792e-003   -7.373e-003
   20      20.000s    1.438e-002    7.247e-003   -7.135e-003
   21      21.000s    8.351e-003    6.087e-003   -2.265e-003
   22      22.000s    7.495e-003    5.216e-003   -2.279e-003
   23      23.000s    1.101e-002    4.563e-003   -6.443e-003
   24      24.000s    1.034e-002    4.072e-003   -6.271e-003
   25      25.000s    6.169e-003    3.704e-003   -2.464e-003
   26      26.000s    6.267e-003    3.428e-003   -2.838e-003
   27      27.000s    1.025e-002    3.221e-003   -7.029e-003
   28      28.000s    1.117e-002    3.065e-003   -8.103e-003
   29      29.000s    9.370e-003    2.949e-003   -6.421e-003
   30      30.000s    1.137e-002    2.861e-003   -8.507e-003

============================================================

