SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack01_RCM_221214/500/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.488e+000    4.806e-003  
T     =       2.714s    34848880995611.074s  

RSS   =   6.786e-003
SD    =   1.504e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.034e+000    3.417e-002
    2       2.000s    7.671e-001    7.170e-001   -5.013e-002
    3       3.000s    5.223e-001    4.975e-001   -2.482e-002
    4       4.000s    3.440e-001    3.457e-001    1.686e-003
    5       5.000s    2.233e-001    2.406e-001    1.737e-002
    6       6.000s    1.404e-001    1.680e-001    2.752e-002
    7       7.000s    9.241e-002    1.177e-001    2.528e-002
    8       8.000s    6.959e-002    8.290e-002    1.331e-002
    9       9.000s    5.392e-002    5.884e-002    4.916e-003
   10      10.000s    4.011e-002    4.219e-002    2.073e-003
   11      11.000s    3.429e-002    3.067e-002   -3.620e-003
   12      12.000s    3.429e-002    2.270e-002   -1.159e-002
   13      13.000s    3.056e-002    1.718e-002   -1.337e-002
   14      14.000s    2.261e-002    1.337e-002   -9.242e-003
   15      15.000s    1.787e-002    1.073e-002   -7.135e-003
   16      16.000s    1.676e-002    8.905e-003   -7.857e-003
   17      17.000s    1.340e-002    7.642e-003   -5.755e-003
   18      18.000s    8.025e-003    6.768e-003   -1.257e-003
   19      19.000s    6.099e-003    6.163e-003    6.438e-005
   20      20.000s    7.204e-003    5.745e-003   -1.459e-003
   21      21.000s    6.257e-003    5.455e-003   -8.014e-004
   22      22.000s    3.557e-003    5.255e-003    1.698e-003
   23      23.000s    3.502e-003    5.117e-003    1.614e-003
   24      24.000s    5.422e-003    5.021e-003   -4.007e-004
   25      25.000s    4.988e-003    4.955e-003   -3.334e-005
   26      26.000s    2.743e-003    4.909e-003    2.166e-003
   27      27.000s    2.689e-003    4.877e-003    2.188e-003
   28      28.000s    4.362e-003    4.855e-003    4.929e-004
   29      29.000s    4.171e-003    4.840e-003    6.691e-004
   30      30.000s    2.558e-003    4.829e-003    2.271e-003

============================================================

