SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack01_RCM_221214/660/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 137 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.286e+000    -9.043e-003  
T     =       4.396s        4.396s  

RSS   =   6.300e-003
SD    =   1.449e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.017e+000    1.732e-002
    2       2.000s    8.384e-001    8.103e-001   -2.807e-002
    3       3.000s    6.614e-001    6.455e-001   -1.592e-002
    4       4.000s    5.131e-001    5.141e-001    1.009e-003
    5       5.000s    3.996e-001    4.095e-001    9.952e-003
    6       6.000s    3.113e-001    3.262e-001    1.489e-002
    7       7.000s    2.430e-001    2.598e-001    1.685e-002
    8       8.000s    1.918e-001    2.070e-001    1.515e-002
    9       9.000s    1.530e-001    1.649e-001    1.181e-002
   10      10.000s    1.233e-001    1.313e-001    7.968e-003
   11      11.000s    1.024e-001    1.046e-001    2.157e-003
   12      12.000s    8.846e-002    8.331e-002   -5.144e-003
   13      13.000s    7.670e-002    6.636e-002   -1.033e-002
   14      14.000s    6.487e-002    5.286e-002   -1.202e-002
   15      15.000s    5.501e-002    4.210e-002   -1.291e-002
   16      16.000s    4.848e-002    3.354e-002   -1.494e-002
   17      17.000s    4.327e-002    2.671e-002   -1.655e-002
   18      18.000s    3.772e-002    2.128e-002   -1.644e-002
   19      19.000s    3.289e-002    1.695e-002   -1.595e-002
   20      20.000s    2.964e-002    1.350e-002   -1.614e-002
   21      21.000s    2.666e-002    1.075e-002   -1.591e-002
   22      22.000s    2.325e-002    8.566e-003   -1.468e-002
   23      23.000s    2.078e-002    6.823e-003   -1.396e-002
   24      24.000s    1.999e-002    5.435e-003   -1.455e-002
   25      25.000s    1.929e-002    4.329e-003   -1.496e-002
   26      26.000s    1.754e-002    3.448e-003   -1.410e-002
   27      27.000s    1.605e-002    2.747e-003   -1.330e-002
   28      28.000s    1.614e-002    2.188e-003   -1.396e-002
   29      29.000s    1.718e-002    1.743e-003   -1.543e-002
   30      30.000s    1.817e-002    1.388e-003   -1.678e-002

============================================================

