SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack01_RCM_221214/770/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.511e+000    1.216e-002  
T     =       2.577s    4592139559037.246s  

RSS   =   9.751e-003
SD    =   1.803e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.037e+000    3.725e-002
    2       2.000s    7.596e-001    7.075e-001   -5.208e-002
    3       3.000s    5.216e-001    4.838e-001   -3.777e-002
    4       4.000s    3.303e-001    3.321e-001    1.866e-003
    5       5.000s    1.995e-001    2.292e-001    2.966e-002
    6       6.000s    1.217e-001    1.594e-001    3.770e-002
    7       7.000s    8.126e-002    1.120e-001    3.078e-002
    8       8.000s    6.365e-002    7.991e-002    1.626e-002
    9       9.000s    5.714e-002    5.812e-002    9.792e-004
   10      10.000s    5.310e-002    4.333e-002   -9.766e-003
   11      11.000s    4.721e-002    3.331e-002   -1.390e-002
   12      12.000s    3.949e-002    2.650e-002   -1.299e-002
   13      13.000s    3.196e-002    2.189e-002   -1.007e-002
   14      14.000s    2.590e-002    1.876e-002   -7.139e-003
   15      15.000s    2.134e-002    1.664e-002   -4.705e-003
   16      16.000s    1.805e-002    1.520e-002   -2.852e-003
   17      17.000s    1.585e-002    1.422e-002   -1.629e-003
   18      18.000s    1.428e-002    1.356e-002   -7.268e-004
   19      19.000s    1.285e-002    1.311e-002    2.597e-004
   20      20.000s    1.162e-002    1.280e-002    1.178e-003
   21      21.000s    1.109e-002    1.260e-002    1.505e-003
   22      22.000s    1.124e-002    1.246e-002    1.220e-003
   23      23.000s    1.141e-002    1.236e-002    9.507e-004
   24      24.000s    1.113e-002    1.230e-002    1.164e-003
   25      25.000s    1.066e-002    1.225e-002    1.596e-003
   26      26.000s    1.065e-002    1.222e-002    1.573e-003
   27      27.000s    1.157e-002    1.220e-002    6.290e-004
   28      28.000s    1.339e-002    1.219e-002   -1.204e-003
   29      29.000s    1.573e-002    1.218e-002   -3.546e-003
   30      30.000s    1.836e-002    1.217e-002   -6.190e-003

============================================================

