SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack01_RCM_221214/450/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 5403 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.143e+002    -1.131e+002  
T     =       7.945s        7.975s  

RSS   =   1.335e-002
SD    =   2.109e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.042e+000    4.199e-002
    2       2.000s    8.817e-001    8.777e-001   -3.982e-003
    3       3.000s    7.533e-001    7.376e-001   -1.571e-002
    4       4.000s    6.353e-001    6.184e-001   -1.685e-002
    5       5.000s    5.416e-001    5.171e-001   -2.452e-002
    6       6.000s    4.659e-001    4.310e-001   -3.481e-002
    7       7.000s    3.914e-001    3.581e-001   -3.329e-002
    8       8.000s    3.118e-001    2.964e-001   -1.540e-002
    9       9.000s    2.354e-001    2.443e-001    8.828e-003
   10      10.000s    1.735e-001    2.003e-001    2.681e-002
   11      11.000s    1.291e-001    1.633e-001    3.426e-002
   12      12.000s    9.799e-002    1.323e-001    3.430e-002
   13      13.000s    7.547e-002    1.063e-001    3.083e-002
   14      14.000s    5.913e-002    8.461e-002    2.548e-002
   15      15.000s    4.756e-002    6.655e-002    1.899e-002
   16      16.000s    3.890e-002    5.158e-002    1.268e-002
   17      17.000s    3.178e-002    3.922e-002    7.439e-003
   18      18.000s    2.622e-002    2.905e-002    2.834e-003
   19      19.000s    2.260e-002    2.074e-002   -1.854e-003
   20      20.000s    2.021e-002    1.399e-002   -6.217e-003
   21      21.000s    1.791e-002    8.543e-003   -9.363e-003
   22      22.000s    1.561e-002    4.187e-003   -1.143e-002
   23      23.000s    1.404e-002    7.403e-004   -1.330e-002
   24      24.000s    1.320e-002    -1.951e-003   -1.515e-002
   25      25.000s    1.233e-002    -4.017e-003   -1.635e-002
   26      26.000s    1.131e-002    -5.568e-003   -1.688e-002
   27      27.000s    1.073e-002    -6.697e-003   -1.742e-002
   28      28.000s    1.060e-002    -7.481e-003   -1.808e-002
   29      29.000s    1.041e-002    -7.988e-003   -1.840e-002
   30      30.000s    1.066e-002    -8.270e-003   -1.893e-002

============================================================

