SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack01_RCM_221214/370/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 375 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.679e+000    9.270e-002  
T     =       1.698s        7.350s  

RSS   =   4.331e-003
SD    =   1.202e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.012e+000    1.235e-002
    2       2.000s    6.299e-001    5.874e-001   -4.240e-002
    3       3.000s    3.265e-001    3.484e-001    2.191e-002
    4       4.000s    1.793e-001    2.129e-001    3.359e-002
    5       5.000s    1.349e-001    1.352e-001    3.582e-004
    6       6.000s    1.073e-001    8.997e-002   -1.730e-002
    7       7.000s    7.254e-002    6.295e-002   -9.592e-003
    8       8.000s    4.982e-002    4.630e-002   -3.521e-003
    9       9.000s    4.287e-002    3.561e-002   -7.254e-003
   10      10.000s    3.578e-002    2.842e-002   -7.360e-003
   11      11.000s    2.360e-002    2.333e-002   -2.720e-004
   12      12.000s    1.530e-002    1.954e-002    4.242e-003
   13      13.000s    1.318e-002    1.660e-002    3.423e-003
   14      14.000s    1.045e-002    1.424e-002    3.786e-003
   15      15.000s    5.769e-003    1.229e-002    6.518e-003
   16      16.000s    4.225e-003    1.065e-002    6.421e-003
   17      17.000s    5.962e-003    9.249e-003    3.287e-003
   18      18.000s    6.027e-003    8.048e-003    2.022e-003
   19      19.000s    4.011e-003    7.011e-003    3.001e-003
   20      20.000s    3.828e-003    6.112e-003    2.284e-003
   21      21.000s    5.410e-003    5.331e-003   -7.977e-005
   22      22.000s    5.176e-003    4.650e-003   -5.263e-004
   23      23.000s    3.415e-003    4.057e-003    6.426e-004
   24      24.000s    3.626e-003    3.541e-003   -8.570e-005
   25      25.000s    5.636e-003    3.090e-003   -2.546e-003
   26      26.000s    6.077e-003    2.697e-003   -3.380e-003
   27      27.000s    4.809e-003    2.353e-003   -2.456e-003
   28      28.000s    4.864e-003    2.054e-003   -2.810e-003
   29      29.000s    6.782e-003    1.793e-003   -4.989e-003
   30      30.000s    8.440e-003    1.565e-003   -6.876e-003

============================================================

