SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack02_RCM_231214/740/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.406e+000    -2.323e-001  
T     =       2.900s        2.123s  

RSS   =   4.773e-002
SD    =   3.989e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    8.512e-001   -1.488e-001
    2       2.000s    7.273e-001    6.152e-001   -1.121e-001
    3       3.000s    4.306e-001    4.434e-001    1.283e-002
    4       4.000s    2.206e-001    3.188e-001    9.819e-002
    5       5.000s    1.196e-001    2.288e-001    1.092e-001
    6       6.000s    8.375e-002    1.639e-001    8.019e-002
    7       7.000s    6.754e-002    1.173e-001    4.974e-002
    8       8.000s    5.416e-002    8.380e-002    2.964e-002
    9       9.000s    4.403e-002    5.981e-002    1.578e-002
   10      10.000s    3.734e-002    4.265e-002    5.310e-003
   11      11.000s    3.172e-002    3.039e-002   -1.330e-003
   12      12.000s    2.601e-002    2.164e-002   -4.371e-003
   13      13.000s    2.041e-002    1.539e-002   -5.014e-003
   14      14.000s    1.532e-002    1.095e-002   -4.369e-003
   15      15.000s    1.147e-002    7.782e-003   -3.685e-003
   16      16.000s    9.341e-003    5.529e-003   -3.812e-003
   17      17.000s    8.122e-003    3.927e-003   -4.196e-003
   18      18.000s    6.705e-003    2.788e-003   -3.917e-003
   19      19.000s    5.299e-003    1.979e-003   -3.320e-003
   20      20.000s    4.628e-003    1.404e-003   -3.223e-003
   21      21.000s    4.323e-003    9.964e-004   -3.326e-003
   22      22.000s    3.622e-003    7.068e-004   -2.915e-003
   23      23.000s    2.847e-003    5.013e-004   -2.346e-003
   24      24.000s    2.685e-003    3.555e-004   -2.330e-003
   25      25.000s    2.818e-003    2.521e-004   -2.566e-003
   26      26.000s    2.690e-003    1.787e-004   -2.511e-003
   27      27.000s    2.835e-003    1.267e-004   -2.708e-003
   28      28.000s    3.972e-003    8.979e-005   -3.883e-003
   29      29.000s    5.547e-003    6.364e-005   -5.483e-003
   30      30.000s    6.675e-003    4.510e-005   -6.630e-003

============================================================

