SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack01_RCM_221214/150/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 159 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.520e+000    4.751e-003  
T     =       2.608s      284.729s  

RSS   =   1.429e-002
SD    =   2.183e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.041e+000    4.069e-002
    2       2.000s    7.933e-001    7.108e-001   -8.253e-002
    3       3.000s    5.052e-001    4.859e-001   -1.928e-002
    4       4.000s    2.810e-001    3.326e-001    5.160e-002
    5       5.000s    1.811e-001    2.282e-001    4.712e-002
    6       6.000s    1.524e-001    1.570e-001    4.537e-003
    7       7.000s    1.234e-001    1.085e-001   -1.498e-002
    8       8.000s    8.240e-002    7.538e-002   -7.022e-003
    9       9.000s    5.482e-002    5.283e-002   -1.990e-003
   10      10.000s    4.566e-002    3.745e-002   -8.208e-003
   11      11.000s    3.741e-002    2.697e-002   -1.043e-002
   12      12.000s    2.423e-002    1.982e-002   -4.404e-003
   13      13.000s    1.604e-002    1.494e-002   -1.093e-003
   14      14.000s    1.513e-002    1.161e-002   -3.518e-003
   15      15.000s    1.275e-002    9.340e-003   -3.413e-003
   16      16.000s    6.714e-003    7.785e-003    1.071e-003
   17      17.000s    3.881e-003    6.720e-003    2.840e-003
   18      18.000s    5.639e-003    5.990e-003    3.507e-004
   19      19.000s    5.761e-003    5.487e-003   -2.739e-004
   20      20.000s    2.748e-003    5.139e-003    2.392e-003
   21      21.000s    1.735e-003    4.897e-003    3.162e-003
   22      22.000s    3.796e-003    4.728e-003    9.321e-004
   23      23.000s    4.243e-003    4.607e-003    3.641e-004
   24      24.000s    2.114e-003    4.520e-003    2.407e-003
   25      25.000s    1.704e-003    4.456e-003    2.752e-003
   26      26.000s    3.981e-003    4.407e-003    4.268e-004
   27      27.000s    5.052e-003    4.370e-003   -6.826e-004
   28      28.000s    3.987e-003    4.339e-003    3.516e-004
   29      29.000s    4.411e-003    4.313e-003   -9.780e-005
   30      30.000s    7.419e-003    4.291e-003   -3.128e-003

============================================================

