SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack01_RCM_221214/720/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 112 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.341e+000    -2.327e-003  
T     =       4.000s      152.775s  

RSS   =   1.652e-002
SD    =   2.346e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.042e+000    4.232e-002
    2       2.000s    8.219e-001    8.113e-001   -1.060e-002
    3       3.000s    6.701e-001    6.313e-001   -3.874e-002
    4       4.000s    5.536e-001    4.912e-001   -6.244e-002
    5       5.000s    4.186e-001    3.821e-001   -3.658e-002
    6       6.000s    2.671e-001    2.971e-001    2.995e-002
    7       7.000s    1.639e-001    2.309e-001    6.694e-002
    8       8.000s    1.364e-001    1.793e-001    4.295e-002
    9       9.000s    1.358e-001    1.392e-001    3.375e-003
   10      10.000s    1.126e-001    1.079e-001   -4.617e-003
   11      11.000s    7.521e-002    8.359e-002    8.387e-003
   12      12.000s    5.400e-002    6.464e-002    1.064e-002
   13      13.000s    4.797e-002    4.988e-002    1.907e-003
   14      14.000s    3.824e-002    3.839e-002    1.526e-004
   15      15.000s    2.457e-002    2.944e-002    4.874e-003
   16      16.000s    1.896e-002    2.248e-002    3.516e-003
   17      17.000s    1.960e-002    1.706e-002   -2.547e-003
   18      18.000s    1.613e-002    1.284e-002   -3.290e-003
   19      19.000s    9.824e-003    9.553e-003   -2.714e-004
   20      20.000s    8.780e-003    6.999e-003   -1.781e-003
   21      21.000s    1.111e-002    5.013e-003   -6.093e-003
   22      22.000s    9.455e-003    3.469e-003   -5.987e-003
   23      23.000s    5.396e-003    2.269e-003   -3.127e-003
   24      24.000s    5.239e-003    1.337e-003   -3.902e-003
   25      25.000s    7.466e-003    6.147e-004   -6.851e-003
   26      26.000s    6.538e-003    5.466e-005   -6.483e-003
   27      27.000s    3.977e-003    -3.787e-004   -4.356e-003
   28      28.000s    4.737e-003    -7.135e-004   -5.450e-003
   29      29.000s    7.316e-003    -9.715e-004   -8.287e-003
   30      30.000s    7.364e-003    -1.170e-003   -8.533e-003

============================================================

