SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack03_RCM_06012015/730/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 141 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.374e+000    7.513e-003  
T     =       3.309s      188.302s  

RSS   =   3.459e-003
SD    =   1.074e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.023e+000    2.319e-002
    2       2.000s    7.811e-001    7.582e-001   -2.283e-002
    3       3.000s    5.862e-001    5.624e-001   -2.379e-002
    4       4.000s    4.302e-001    4.176e-001   -1.263e-002
    5       5.000s    3.025e-001    3.105e-001    8.078e-003
    6       6.000s    2.096e-001    2.314e-001    2.179e-002
    7       7.000s    1.541e-001    1.729e-001    1.885e-002
    8       8.000s    1.180e-001    1.297e-001    1.166e-002
    9       9.000s    8.768e-002    9.769e-002    1.001e-002
   10      10.000s    6.749e-002    7.404e-002    6.547e-003
   11      11.000s    6.019e-002    5.655e-002   -3.645e-003
   12      12.000s    5.490e-002    4.361e-002   -1.129e-002
   13      13.000s    4.411e-002    3.404e-002   -1.008e-002
   14      14.000s    3.408e-002    2.695e-002   -7.125e-003
   15      15.000s    2.988e-002    2.170e-002   -8.172e-003
   16      16.000s    2.590e-002    1.782e-002   -8.080e-003
   17      17.000s    1.826e-002    1.493e-002   -3.325e-003
   18      18.000s    1.265e-002    1.279e-002    1.439e-004
   19      19.000s    1.273e-002    1.120e-002   -1.531e-003
   20      20.000s    1.301e-002    1.001e-002   -2.993e-003
   21      21.000s    9.540e-003    9.129e-003   -4.112e-004
   22      22.000s    6.801e-003    8.465e-003    1.665e-003
   23      23.000s    8.024e-003    7.966e-003   -5.831e-005
   24      24.000s    8.866e-003    7.587e-003   -1.279e-003
   25      25.000s    6.177e-003    7.298e-003    1.121e-003
   26      26.000s    3.850e-003    7.076e-003    3.226e-003
   27      27.000s    4.775e-003    6.903e-003    2.127e-003
   28      28.000s    5.465e-003    6.766e-003    1.301e-003
   29      29.000s    3.450e-003    6.656e-003    3.206e-003
   30      30.000s    2.105e-003    6.566e-003    4.461e-003

============================================================

