SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack03_RCM_06012015/320/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.445e+000    3.723e-003  
T     =       3.008s    23175072267036.195s  

RSS   =   7.441e-003
SD    =   1.575e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.040e+000    3.991e-002
    2       2.000s    7.935e-001    7.468e-001   -4.663e-002
    3       3.000s    5.744e-001    5.366e-001   -3.781e-002
    4       4.000s    3.899e-001    3.859e-001   -4.014e-003
    5       5.000s    2.610e-001    2.778e-001    1.677e-002
    6       6.000s    1.796e-001    2.003e-001    2.069e-002
    7       7.000s    1.239e-001    1.447e-001    2.083e-002
    8       8.000s    8.243e-002    1.048e-001    2.239e-002
    9       9.000s    5.796e-002    7.622e-002    1.826e-002
   10      10.000s    4.979e-002    5.572e-002    5.925e-003
   11      11.000s    4.591e-002    4.101e-002   -4.896e-003
   12      12.000s    3.669e-002    3.046e-002   -6.226e-003
   13      13.000s    2.572e-002    2.290e-002   -2.823e-003
   14      14.000s    2.001e-002    1.748e-002   -2.532e-003
   15      15.000s    1.782e-002    1.359e-002   -4.235e-003
   16      16.000s    1.371e-002    1.080e-002   -2.910e-003
   17      17.000s    8.667e-003    8.796e-003    1.284e-004
   18      18.000s    7.112e-003    7.361e-003    2.490e-004
   19      19.000s    8.171e-003    6.332e-003   -1.839e-003
   20      20.000s    7.702e-003    5.594e-003   -2.108e-003
   21      21.000s    5.883e-003    5.065e-003   -8.187e-004
   22      22.000s    5.929e-003    4.685e-003   -1.243e-003
   23      23.000s    7.468e-003    4.413e-003   -3.055e-003
   24      24.000s    7.440e-003    4.218e-003   -3.222e-003
   25      25.000s    5.998e-003    4.078e-003   -1.920e-003
   26      26.000s    5.923e-003    3.978e-003   -1.946e-003
   27      27.000s    7.291e-003    3.906e-003   -3.385e-003
   28      28.000s    7.825e-003    3.854e-003   -3.971e-003
   29      29.000s    7.715e-003    3.817e-003   -3.899e-003
   30      30.000s    9.467e-003    3.790e-003   -5.677e-003

============================================================

