SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack04_RCM_191214/730/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 444 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.415e+000    2.559e-002  
T     =       2.829s       22.002s  

RSS   =   2.275e-003
SD    =   8.709e-003

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.018e+000    1.796e-002
    2       2.000s    7.468e-001    7.211e-001   -2.575e-002
    3       3.000s    5.271e-001    5.123e-001   -1.477e-002
    4       4.000s    3.654e-001    3.654e-001   -6.198e-006
    5       5.000s    2.500e-001    2.620e-001    1.198e-002
    6       6.000s    1.718e-001    1.892e-001    1.733e-002
    7       7.000s    1.244e-001    1.378e-001    1.336e-002
    8       8.000s    9.516e-002    1.015e-001    6.318e-003
    9       9.000s    7.362e-002    7.577e-002    2.146e-003
   10      10.000s    5.885e-002    5.751e-002   -1.333e-003
   11      11.000s    5.109e-002    4.450e-002   -6.589e-003
   12      12.000s    4.526e-002    3.519e-002   -1.007e-002
   13      13.000s    3.756e-002    2.847e-002   -9.095e-003
   14      14.000s    3.055e-002    2.358e-002   -6.973e-003
   15      15.000s    2.655e-002    1.999e-002   -6.555e-003
   16      16.000s    2.283e-002    1.732e-002   -5.509e-003
   17      17.000s    1.735e-002    1.529e-002   -2.053e-003
   18      18.000s    1.289e-002    1.373e-002    8.414e-004
   19      19.000s    1.169e-002    1.250e-002    8.153e-004
   20      20.000s    1.125e-002    1.151e-002    2.692e-004
   21      21.000s    9.102e-003    1.070e-002    1.596e-003
   22      22.000s    6.952e-003    1.001e-002    3.056e-003
   23      23.000s    6.743e-003    9.413e-003    2.670e-003
   24      24.000s    6.953e-003    8.890e-003    1.936e-003
   25      25.000s    5.878e-003    8.420e-003    2.542e-003
   26      26.000s    4.838e-003    7.994e-003    3.156e-003
   27      27.000s    5.270e-003    7.602e-003    2.332e-003
   28      28.000s    5.984e-003    7.239e-003    1.255e-003
   29      29.000s    5.886e-003    6.899e-003    1.013e-003
   30      30.000s    6.352e-003    6.580e-003    2.279e-004

============================================================

