SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack01_RCM_221214/30/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 314 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.708e+000    7.715e-003  
T     =       2.015s      119.693s  

RSS   =   2.537e-002
SD    =   2.908e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.047e+000    4.739e-002
    2       2.000s    7.406e-001    6.406e-001   -1.001e-001
    3       3.000s    4.242e-001    3.929e-001   -3.129e-002
    4       4.000s    1.826e-001    2.421e-001    5.948e-002
    5       5.000s    7.463e-002    1.502e-001    7.559e-002
    6       6.000s    6.028e-002    9.428e-002    3.400e-002
    7       7.000s    6.581e-002    6.021e-002   -5.598e-003
    8       8.000s    5.632e-002    3.944e-002   -1.688e-002
    9       9.000s    4.144e-002    2.677e-002   -1.467e-002
   10      10.000s    3.488e-002    1.904e-002   -1.584e-002
   11      11.000s    3.296e-002    1.431e-002   -1.865e-002
   12      12.000s    2.791e-002    1.141e-002   -1.651e-002
   13      13.000s    2.105e-002    9.616e-003   -1.144e-002
   14      14.000s    1.660e-002    8.504e-003   -8.092e-003
   15      15.000s    1.364e-002    7.805e-003   -5.838e-003
   16      16.000s    9.882e-003    7.358e-003   -2.524e-003
   17      17.000s    6.525e-003    7.064e-003    5.383e-004
   18      18.000s    5.202e-003    6.863e-003    1.661e-003
   19      19.000s    4.624e-003    6.720e-003    2.096e-003
   20      20.000s    3.534e-003    6.612e-003    3.077e-003
   21      21.000s    3.161e-003    6.525e-003    3.364e-003
   22      22.000s    4.206e-003    6.451e-003    2.245e-003
   23      23.000s    4.794e-003    6.385e-003    1.591e-003
   24      24.000s    3.671e-003    6.325e-003    2.653e-003
   25      25.000s    2.486e-003    6.268e-003    3.782e-003
   26      26.000s    2.861e-003    6.213e-003    3.353e-003
   27      27.000s    3.819e-003    6.160e-003    2.341e-003
   28      28.000s    4.012e-003    6.108e-003    2.095e-003
   29      29.000s    4.174e-003    6.056e-003    1.882e-003
   30      30.000s    5.567e-003    6.005e-003    4.384e-004

============================================================

