SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack01_RCM_221214/390/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 907 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   4.629e+000    -1.250e+001  
T     =       1.046s      360.236m  

RSS   =   5.987e-003
SD    =   1.413e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.000e+000   -3.139e-005
    2       2.000s    6.339e-001    6.350e-001    1.127e-003
    3       3.000s    2.714e-001    2.596e-001   -1.177e-002
    4       4.000s    7.187e-002    1.007e-001    2.887e-002
    5       5.000s    3.297e-002    3.877e-002    5.801e-003
    6       6.000s    4.663e-002    1.490e-002   -3.173e-002
    7       7.000s    4.122e-002    5.727e-003   -3.550e-002
    8       8.000s    2.608e-002    2.201e-003   -2.388e-002
    9       9.000s    2.489e-002    8.456e-004   -2.404e-002
   10      10.000s    2.816e-002    3.249e-004   -2.783e-002
   11      11.000s    2.025e-002    1.249e-004   -2.012e-002
   12      12.000s    8.669e-003    4.798e-005   -8.621e-003
   13      13.000s    5.987e-003    1.844e-005   -5.968e-003
   14      14.000s    7.625e-003    7.085e-006   -7.618e-003
   15      15.000s    4.534e-003    2.722e-006   -4.531e-003
   16      16.000s    3.243e-004    1.046e-006   -3.232e-004
   17      17.000s    1.616e-003    4.020e-007   -1.616e-003
   18      18.000s    4.641e-003    1.545e-007   -4.641e-003
   19      19.000s    3.488e-003    5.936e-008   -3.488e-003
   20      20.000s    1.209e-003    2.281e-008   -1.209e-003
   21      21.000s    2.556e-003    8.765e-009   -2.556e-003
   22      22.000s    4.521e-003    3.368e-009   -4.521e-003
   23      23.000s    2.948e-003    1.294e-009   -2.948e-003
   24      24.000s    8.604e-004    4.973e-010   -8.604e-004
   25      25.000s    2.243e-003    1.911e-010   -2.243e-003
   26      26.000s    4.362e-003    7.344e-011   -4.362e-003
   27      27.000s    3.505e-003    2.822e-011   -3.505e-003
   28      28.000s    2.249e-003    1.084e-011   -2.249e-003
   29      29.000s    4.349e-003    4.167e-012   -4.349e-003
   30      30.000s    7.858e-003    1.601e-012   -7.858e-003

============================================================

