SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack04_RCM_191214/310/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 502 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.867e+000    1.698e-001  
T     =       1.305s        6.588s  

RSS   =   1.067e-002
SD    =   1.886e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.013e+000    1.324e-002
    2       2.000s    5.847e-001    5.283e-001   -5.640e-002
    3       3.000s    2.496e-001    2.949e-001    4.534e-002
    4       4.000s    1.298e-001    1.795e-001    4.974e-002
    5       5.000s    1.373e-001    1.199e-001   -1.744e-002
    6       6.000s    1.287e-001    8.706e-002   -4.168e-002
    7       7.000s    7.901e-002    6.739e-002   -1.161e-002
    8       8.000s    4.679e-002    5.446e-002    7.664e-003
    9       9.000s    4.886e-002    4.519e-002   -3.670e-003
   10      10.000s    4.825e-002    3.808e-002   -1.016e-002
   11      11.000s    3.063e-002    3.237e-002    1.740e-003
   12      12.000s    1.909e-002    2.765e-002    8.566e-003
   13      13.000s    2.188e-002    2.369e-002    1.810e-003
   14      14.000s    2.063e-002    2.032e-002   -3.137e-004
   15      15.000s    9.741e-003    1.744e-002    7.698e-003
   16      16.000s    4.842e-003    1.498e-002    1.013e-002
   17      17.000s    1.004e-002    1.286e-002    2.823e-003
   18      18.000s    1.118e-002    1.105e-002   -1.309e-004
   19      19.000s    4.348e-003    9.493e-003    5.145e-003
   20      20.000s    1.824e-003    8.156e-003    6.332e-003
   21      21.000s    6.921e-003    7.007e-003    8.560e-005
   22      22.000s    8.460e-003    6.020e-003   -2.440e-003
   23      23.000s    3.275e-003    5.172e-003    1.897e-003
   24      24.000s    1.438e-003    4.444e-003    3.006e-003
   25      25.000s    5.887e-003    3.818e-003   -2.069e-003
   26      26.000s    7.329e-003    3.280e-003   -4.048e-003
   27      27.000s    2.834e-003    2.818e-003   -1.601e-005
   28      28.000s    1.098e-003    2.421e-003    1.324e-003
   29      29.000s    5.636e-003    2.080e-003   -3.555e-003
   30      30.000s    9.354e-003    1.787e-003   -7.566e-003

============================================================

