SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack01_RCM_221214/460/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.402e+000    3.265e-003  
T     =       3.559s    60165395926581.953s  

RSS   =   1.781e-002
SD    =   2.437e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.062e+000    6.197e-002
    2       2.000s    8.461e-001    8.027e-001   -4.343e-002
    3       3.000s    6.667e-001    6.069e-001   -5.988e-002
    4       4.000s    4.994e-001    4.590e-001   -4.041e-002
    5       5.000s    3.570e-001    3.474e-001   -9.625e-003
    6       6.000s    2.409e-001    2.631e-001    2.217e-002
    7       7.000s    1.558e-001    1.995e-001    4.370e-002
    8       8.000s    1.051e-001    1.514e-001    4.631e-002
    9       9.000s    8.146e-002    1.151e-001    3.367e-002
   10      10.000s    6.951e-002    8.773e-002    1.822e-002
   11      11.000s    5.874e-002    6.704e-002    8.302e-003
   12      12.000s    4.808e-002    5.142e-002    3.340e-003
   13      13.000s    3.945e-002    3.963e-002    1.788e-004
   14      14.000s    3.230e-002    3.072e-002   -1.585e-003
   15      15.000s    2.546e-002    2.400e-002   -1.469e-003
   16      16.000s    1.969e-002    1.892e-002   -7.694e-004
   17      17.000s    1.608e-002    1.508e-002   -9.955e-004
   18      18.000s    1.401e-002    1.219e-002   -1.824e-003
   19      19.000s    1.230e-002    1.000e-002   -2.294e-003
   20      20.000s    1.088e-002    8.353e-003   -2.525e-003
   21      21.000s    1.010e-002    7.106e-003   -2.990e-003
   22      22.000s    9.602e-003    6.165e-003   -3.436e-003
   23      23.000s    9.157e-003    5.455e-003   -3.702e-003
   24      24.000s    9.430e-003    4.918e-003   -4.512e-003
   25      25.000s    1.079e-002    4.513e-003   -6.276e-003
   26      26.000s    1.226e-002    4.208e-003   -8.049e-003
   27      27.000s    1.287e-002    3.977e-003   -8.897e-003
   28      28.000s    1.334e-002    3.802e-003   -9.540e-003
   29      29.000s    1.503e-002    3.671e-003   -1.136e-002
   30      30.000s    1.786e-002    3.571e-003   -1.429e-002

============================================================

