SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack03_RCM_06012015/740/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 175 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.807e+000    8.847e-003  
T     =       1.789s      170.432s  

RSS   =   2.605e-002
SD    =   2.947e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.042e+000    4.214e-002
    2       2.000s    7.084e-001    5.995e-001   -1.088e-001
    3       3.000s    3.482e-001    3.465e-001   -1.747e-003
    4       4.000s    1.190e-001    2.018e-001    8.273e-002
    5       5.000s    6.073e-002    1.190e-001    5.827e-002
    6       6.000s    6.988e-002    7.167e-002    1.790e-003
    7       7.000s    6.006e-002    4.458e-002   -1.547e-002
    8       8.000s    3.779e-002    2.908e-002   -8.711e-003
    9       9.000s    3.424e-002    2.019e-002   -1.405e-002
   10      10.000s    4.009e-002    1.509e-002   -2.500e-002
   11      11.000s    3.317e-002    1.215e-002   -2.102e-002
   12      12.000s    2.002e-002    1.045e-002   -9.573e-003
   13      13.000s    1.729e-002    9.458e-003   -7.829e-003
   14      14.000s    2.025e-002    8.870e-003   -1.138e-002
   15      15.000s    1.618e-002    8.513e-003   -7.664e-003
   16      16.000s    8.832e-003    8.290e-003   -5.422e-004
   17      17.000s    7.965e-003    8.142e-003    1.764e-004
   18      18.000s    9.701e-003    8.037e-003   -1.664e-003
   19      19.000s    5.909e-003    7.957e-003    2.048e-003
   20      20.000s    7.764e-004    7.892e-003    7.116e-003
   21      21.000s    1.964e-003    7.835e-003    5.871e-003
   22      22.000s    5.571e-003    7.784e-003    2.213e-003
   23      23.000s    4.114e-003    7.735e-003    3.621e-003
   24      24.000s    5.612e-004    7.687e-003    7.126e-003
   25      25.000s    1.598e-003    7.641e-003    6.043e-003
   26      26.000s    4.764e-003    7.596e-003    2.832e-003
   27      27.000s    4.111e-003    7.551e-003    3.440e-003
   28      28.000s    1.868e-003    7.507e-003    5.639e-003
   29      29.000s    3.525e-003    7.463e-003    3.938e-003
   30      30.000s    7.204e-003    7.419e-003    2.148e-004

============================================================

