SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack01_RCM_221214/740/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.388e+000    1.031e-002  
T     =       3.484s    128497674961252.950s  

RSS   =   1.109e-002
SD    =   1.923e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.052e+000    5.162e-002
    2       2.000s    8.376e-001    7.918e-001   -4.577e-002
    3       3.000s    6.506e-001    5.968e-001   -5.383e-002
    4       4.000s    4.686e-001    4.505e-001   -1.809e-002
    5       5.000s    3.281e-001    3.407e-001    1.259e-002
    6       6.000s    2.347e-001    2.582e-001    2.356e-002
    7       7.000s    1.694e-001    1.964e-001    2.694e-002
    8       8.000s    1.221e-001    1.499e-001    2.788e-002
    9       9.000s    9.431e-002    1.151e-001    2.080e-002
   10      10.000s    8.030e-002    8.896e-002    8.658e-003
   11      11.000s    6.731e-002    6.934e-002    2.027e-003
   12      12.000s    5.309e-002    5.461e-002    1.521e-003
   13      13.000s    4.442e-002    4.356e-002   -8.671e-004
   14      14.000s    4.092e-002    3.526e-002   -5.654e-003
   15      15.000s    3.530e-002    2.904e-002   -6.267e-003
   16      16.000s    2.721e-002    2.436e-002   -2.847e-003
   17      17.000s    2.261e-002    2.086e-002   -1.751e-003
   18      18.000s    2.149e-002    1.823e-002   -3.262e-003
   19      19.000s    1.850e-002    1.625e-002   -2.250e-003
   20      20.000s    1.405e-002    1.477e-002    7.146e-004
   21      21.000s    1.326e-002    1.366e-002    3.973e-004
   22      22.000s    1.531e-002    1.282e-002   -2.487e-003
   23      23.000s    1.465e-002    1.220e-002   -2.450e-003
   24      24.000s    1.148e-002    1.173e-002    2.411e-004
   25      25.000s    1.115e-002    1.137e-002    2.209e-004
   26      26.000s    1.396e-002    1.111e-002   -2.852e-003
   27      27.000s    1.532e-002    1.091e-002   -4.407e-003
   28      28.000s    1.512e-002    1.076e-002   -4.362e-003
   29      29.000s    1.782e-002    1.065e-002   -7.172e-003
   30      30.000s    2.341e-002    1.056e-002   -1.285e-002

============================================================

