SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack01_RCM_221214/540/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.547e+000    5.221e-003  
T     =       2.646s    73873317163676.406s  

RSS   =   2.752e-002
SD    =   3.029e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.065e+000    6.547e-002
    2       2.000s    8.207e-001    7.318e-001   -8.894e-002
    3       3.000s    5.769e-001    5.031e-001   -7.386e-002
    4       4.000s    3.367e-001    3.464e-001    9.724e-003
    5       5.000s    1.728e-001    2.390e-001    6.622e-002
    6       6.000s    1.032e-001    1.654e-001    6.221e-002
    7       7.000s    8.552e-002    1.150e-001    2.947e-002
    8       8.000s    7.255e-002    8.044e-002    7.894e-003
    9       9.000s    5.446e-002    5.677e-002    2.303e-003
   10      10.000s    4.320e-002    4.054e-002   -2.660e-003
   11      11.000s    3.976e-002    2.943e-002   -1.033e-002
   12      12.000s    3.414e-002    2.181e-002   -1.234e-002
   13      13.000s    2.452e-002    1.659e-002   -7.934e-003
   14      14.000s    1.796e-002    1.301e-002   -4.946e-003
   15      15.000s    1.617e-002    1.056e-002   -5.613e-003
   16      16.000s    1.396e-002    8.878e-003   -5.077e-003
   17      17.000s    9.823e-003    7.727e-003   -2.096e-003
   18      18.000s    7.592e-003    6.938e-003   -6.534e-004
   19      19.000s    8.045e-003    6.398e-003   -1.647e-003
   20      20.000s    7.669e-003    6.028e-003   -1.642e-003
   21      21.000s    5.618e-003    5.774e-003    1.555e-004
   22      22.000s    4.792e-003    5.600e-003    8.077e-004
   23      23.000s    5.880e-003    5.481e-003   -3.989e-004
   24      24.000s    6.365e-003    5.399e-003   -9.660e-004
   25      25.000s    5.688e-003    5.343e-003   -3.446e-004
   26      26.000s    6.151e-003    5.305e-003   -8.462e-004
   27      27.000s    8.398e-003    5.278e-003   -3.120e-003
   28      28.000s    1.052e-002    5.260e-003   -5.255e-003
   29      29.000s    1.192e-002    5.248e-003   -6.671e-003
   30      30.000s    1.416e-002    5.240e-003   -8.918e-003

============================================================

