SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack01_RCM_221214/740/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 4772 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.018e+002    -1.005e+002  
T     =       6.094s        6.115s  

RSS   =   2.085e-002
SD    =   2.637e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.065e+000    6.535e-002
    2       2.000s    8.831e-001    8.647e-001   -1.832e-002
    3       3.000s    7.731e-001    7.004e-001   -7.270e-002
    4       4.000s    6.306e-001    5.660e-001   -6.459e-002
    5       5.000s    4.614e-001    4.563e-001   -5.121e-003
    6       6.000s    3.268e-001    3.668e-001    3.997e-002
    7       7.000s    2.607e-001    2.939e-001    3.313e-002
    8       8.000s    2.264e-001    2.346e-001    8.268e-003
    9       9.000s    1.773e-001    1.866e-001    9.308e-003
   10      10.000s    1.208e-001    1.477e-001    2.692e-002
   11      11.000s    8.945e-002    1.163e-001    2.686e-002
   12      12.000s    8.218e-002    9.104e-002    8.855e-003
   13      13.000s    7.150e-002    7.074e-002   -7.541e-004
   14      14.000s    5.058e-002    5.450e-002    3.924e-003
   15      15.000s    3.637e-002    4.156e-002    5.184e-003
   16      16.000s    3.406e-002    3.128e-002   -2.777e-003
   17      17.000s    3.047e-002    2.316e-002   -7.315e-003
   18      18.000s    2.088e-002    1.678e-002   -4.101e-003
   19      19.000s    1.536e-002    1.179e-002   -3.564e-003
   20      20.000s    1.724e-002    7.935e-003   -9.306e-003
   21      21.000s    1.720e-002    4.972e-003   -1.223e-002
   22      22.000s    1.168e-002    2.724e-003   -8.958e-003
   23      23.000s    8.613e-003    1.042e-003   -7.572e-003
   24      24.000s    1.146e-002    -1.943e-004   -1.166e-002
   25      25.000s    1.343e-002    -1.081e-003   -1.452e-002
   26      26.000s    1.114e-002    -1.695e-003   -1.284e-002
   27      27.000s    1.028e-002    -2.099e-003   -1.238e-002
   28      28.000s    1.412e-002    -2.342e-003   -1.646e-002
   29      29.000s    1.826e-002    -2.463e-003   -2.072e-002
   30      30.000s    2.026e-002    -2.495e-003   -2.275e-002

============================================================

