SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack01_RCM_221214/530/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 144 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.407e+000    1.265e-002  
T     =       3.202s      156.229s  

RSS   =   8.969e-003
SD    =   1.729e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.042e+000    4.226e-002
    2       2.000s    8.266e-001    7.660e-001   -6.062e-002
    3       3.000s    5.945e-001    5.638e-001   -3.076e-002
    4       4.000s    4.052e-001    4.158e-001    1.054e-002
    5       5.000s    2.872e-001    3.075e-001    2.027e-002
    6       6.000s    2.078e-001    2.282e-001    2.043e-002
    7       7.000s    1.463e-001    1.702e-001    2.385e-002
    8       8.000s    1.094e-001    1.277e-001    1.826e-002
    9       9.000s    9.369e-002    9.659e-002    2.901e-003
   10      10.000s    8.002e-002    7.381e-002   -6.210e-003
   11      11.000s    6.288e-002    5.712e-002   -5.763e-003
   12      12.000s    5.270e-002    4.488e-002   -7.815e-003
   13      13.000s    4.997e-002    3.591e-002   -1.406e-002
   14      14.000s    4.305e-002    2.933e-002   -1.372e-002
   15      15.000s    3.075e-002    2.449e-002   -6.256e-003
   16      16.000s    2.395e-002    2.093e-002   -3.016e-003
   17      17.000s    2.432e-002    1.831e-002   -6.016e-003
   18      18.000s    2.198e-002    1.637e-002   -5.610e-003
   19      19.000s    1.471e-002    1.493e-002    2.199e-004
   20      20.000s    1.107e-002    1.386e-002    2.786e-003
   21      21.000s    1.317e-002    1.306e-002   -1.192e-004
   22      22.000s    1.332e-002    1.245e-002   -8.696e-004
   23      23.000s    9.199e-003    1.199e-002    2.788e-003
   24      24.000s    7.225e-003    1.163e-002    4.406e-003
   25      25.000s    9.164e-003    1.135e-002    2.189e-003
   26      26.000s    9.379e-003    1.113e-002    1.751e-003
   27      27.000s    6.813e-003    1.095e-002    4.137e-003
   28      28.000s    6.841e-003    1.080e-002    3.959e-003
   29      29.000s    9.987e-003    1.067e-002    6.849e-004
   30      30.000s    1.102e-002    1.056e-002   -4.624e-004

============================================================

