SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack01_RCM_221214/760/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   4.677e+002    -4.665e+002  
T     =       7.396s        7.405s  

RSS   =   1.101e-001
SD    =   6.059e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.036e+000    3.611e-002
    2       2.000s    7.980e-001    8.501e-001    5.217e-002
    3       3.000s    6.538e-001    6.946e-001    4.082e-002
    4       4.000s    6.226e-001    5.648e-001   -5.783e-002
    5       5.000s    6.175e-001    4.567e-001   -1.608e-001
    6       6.000s    5.275e-001    3.669e-001   -1.606e-001
    7       7.000s    3.465e-001    2.926e-001   -5.395e-002
    8       8.000s    1.644e-001    2.311e-001    6.671e-002
    9       9.000s    5.939e-002    1.805e-001    1.211e-001
   10      10.000s    3.171e-002    1.390e-001    1.073e-001
   11      11.000s    3.387e-002    1.052e-001    7.129e-002
   12      12.000s    3.159e-002    7.762e-002    4.603e-002
   13      13.000s    2.294e-002    5.536e-002    3.241e-002
   14      14.000s    1.709e-002    3.749e-002    2.040e-002
   15      15.000s    1.519e-002    2.325e-002    8.055e-003
   16      16.000s    1.282e-002    1.201e-002   -8.052e-004
   17      17.000s    9.061e-003    3.243e-003   -5.818e-003
   18      18.000s    6.673e-003    -3.500e-003   -1.017e-002
   19      19.000s    6.304e-003    -8.591e-003   -1.490e-002
   20      20.000s    5.648e-003    -1.234e-002   -1.799e-002
   21      21.000s    3.839e-003    -1.500e-002   -1.884e-002
   22      22.000s    2.907e-003    -1.680e-002   -1.970e-002
   23      23.000s    4.050e-003    -1.790e-002   -2.195e-002
   24      24.000s    5.543e-003    -1.845e-002   -2.399e-002
   25      25.000s    5.803e-003    -1.858e-002   -2.438e-002
   26      26.000s    6.011e-003    -1.838e-002   -2.439e-002
   27      27.000s    7.888e-003    -1.793e-002   -2.582e-002
   28      28.000s    1.099e-002    -1.730e-002   -2.829e-002
   29      29.000s    1.405e-002    -1.655e-002   -3.060e-002
   30      30.000s    1.701e-002    -1.571e-002   -3.272e-002

============================================================

