SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack01_RCM_221214/420/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 353 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.662e+000    3.713e-002  
T     =       1.933s       13.156s  

RSS   =   1.170e-002
SD    =   1.975e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.025e+000    2.486e-002
    2       2.000s    6.949e-001    6.222e-001   -7.265e-002
    3       3.000s    3.590e-001    3.814e-001    2.244e-002
    4       4.000s    1.803e-001    2.371e-001    5.680e-002
    5       5.000s    1.459e-001    1.504e-001    4.464e-003
    6       6.000s    1.267e-001    9.803e-002   -2.867e-002
    7       7.000s    7.044e-002    6.621e-002   -4.225e-003
    8       8.000s    2.856e-002    4.668e-002    1.812e-002
    9       9.000s    3.324e-002    3.451e-002    1.271e-003
   10      10.000s    4.657e-002    2.676e-002   -1.981e-002
   11      11.000s    3.511e-002    2.169e-002   -1.341e-002
   12      12.000s    1.781e-002    1.825e-002    4.388e-004
   13      13.000s    1.817e-002    1.581e-002   -2.354e-003
   14      14.000s    2.343e-002    1.400e-002   -9.435e-003
   15      15.000s    1.630e-002    1.258e-002   -3.717e-003
   16      16.000s    6.591e-003    1.142e-002    4.833e-003
   17      17.000s    7.554e-003    1.045e-002    2.894e-003
   18      18.000s    1.073e-002    9.600e-003   -1.131e-003
   19      19.000s    5.601e-003    8.848e-003    3.247e-003
   20      20.000s    1.050e-004    8.171e-003    8.066e-003
   21      21.000s    3.270e-003    7.555e-003    4.285e-003
   22      22.000s    7.486e-003    6.992e-003   -4.948e-004
   23      23.000s    4.246e-003    6.474e-003    2.227e-003
   24      24.000s    1.893e-004    5.996e-003    5.807e-003
   25      25.000s    2.997e-003    5.555e-003    2.558e-003
   26      26.000s    6.674e-003    5.147e-003   -1.527e-003
   27      27.000s    4.146e-003    4.770e-003    6.240e-004
   28      28.000s    8.694e-004    4.420e-003    3.551e-003
   29      29.000s    3.601e-003    4.096e-003    4.951e-004
   30      30.000s    7.755e-003    3.796e-003   -3.959e-003

============================================================

