SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack01_RCM_221214/40/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 168 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.139e+000    1.853e-001  
T     =       4.169s        4.169s  

RSS   =   9.813e-003
SD    =   1.809e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.042e+000    4.199e-002
    2       2.000s    8.338e-001    8.198e-001   -1.403e-002
    3       3.000s    6.758e-001    6.450e-001   -3.083e-002
    4       4.000s    5.477e-001    5.074e-001   -4.026e-002
    5       5.000s    4.308e-001    3.992e-001   -3.153e-002
    6       6.000s    3.161e-001    3.141e-001   -2.048e-003
    7       7.000s    2.222e-001    2.471e-001    2.495e-002
    8       8.000s    1.645e-001    1.944e-001    2.990e-002
    9       9.000s    1.329e-001    1.530e-001    2.008e-002
   10      10.000s    1.064e-001    1.203e-001    1.395e-002
   11      11.000s    7.857e-002    9.468e-002    1.610e-002
   12      12.000s    5.630e-002    7.449e-002    1.819e-002
   13      13.000s    4.303e-002    5.860e-002    1.557e-002
   14      14.000s    3.446e-002    4.611e-002    1.165e-002
   15      15.000s    2.715e-002    3.627e-002    9.127e-003
   16      16.000s    2.200e-002    2.854e-002    6.541e-003
   17      17.000s    1.943e-002    2.245e-002    3.022e-003
   18      18.000s    1.752e-002    1.766e-002    1.467e-004
   19      19.000s    1.533e-002    1.390e-002   -1.436e-003
   20      20.000s    1.391e-002    1.093e-002   -2.978e-003
   21      21.000s    1.356e-002    8.602e-003   -4.961e-003
   22      22.000s    1.329e-002    6.768e-003   -6.521e-003
   23      23.000s    1.283e-002    5.325e-003   -7.508e-003
   24      24.000s    1.284e-002    4.189e-003   -8.648e-003
   25      25.000s    1.314e-002    3.296e-003   -9.840e-003
   26      26.000s    1.297e-002    2.593e-003   -1.038e-002
   27      27.000s    1.261e-002    2.040e-003   -1.057e-002
   28      28.000s    1.307e-002    1.605e-003   -1.146e-002
   29      29.000s    1.446e-002    1.263e-003   -1.320e-002
   30      30.000s    1.632e-002    9.935e-004   -1.532e-002

============================================================

