SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack01_RCM_221214/30/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.452e+000    4.472e-003  
T     =       3.027s    41540718666046.336s  

RSS   =   1.174e-002
SD    =   1.978e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.048e+000    4.776e-002
    2       2.000s    8.089e-001    7.542e-001   -5.465e-002
    3       3.000s    5.909e-001    5.433e-001   -4.763e-002
    4       4.000s    4.011e-001    3.917e-001   -9.469e-003
    5       5.000s    2.612e-001    2.827e-001    2.151e-002
    6       6.000s    1.701e-001    2.044e-001    3.435e-002
    7       7.000s    1.153e-001    1.482e-001    3.288e-002
    8       8.000s    8.294e-002    1.077e-001    2.480e-002
    9       9.000s    6.401e-002    7.869e-002    1.467e-002
   10      10.000s    5.350e-002    5.780e-002    4.302e-003
   11      11.000s    4.700e-002    4.280e-002   -4.203e-003
   12      12.000s    4.092e-002    3.202e-002   -8.907e-003
   13      13.000s    3.458e-002    2.427e-002   -1.031e-002
   14      14.000s    2.902e-002    1.870e-002   -1.032e-002
   15      15.000s    2.437e-002    1.469e-002   -9.679e-003
   16      16.000s    1.994e-002    1.182e-002   -8.118e-003
   17      17.000s    1.584e-002    9.752e-003   -6.087e-003
   18      18.000s    1.269e-002    8.266e-003   -4.424e-003
   19      19.000s    1.035e-002    7.199e-003   -3.150e-003
   20      20.000s    8.422e-003    6.432e-003   -1.990e-003
   21      21.000s    7.127e-003    5.880e-003   -1.246e-003
   22      22.000s    6.534e-003    5.484e-003   -1.050e-003
   23      23.000s    5.958e-003    5.200e-003   -7.581e-004
   24      24.000s    5.081e-003    4.995e-003   -8.576e-005
   25      25.000s    4.593e-003    4.848e-003    2.550e-004
   26      26.000s    4.807e-003    4.742e-003   -6.504e-005
   27      27.000s    4.890e-003    4.666e-003   -2.235e-004
   28      28.000s    4.329e-003    4.612e-003    2.832e-004
   29      29.000s    3.803e-003    4.573e-003    7.697e-004
   30      30.000s    3.757e-003    4.544e-003    7.879e-004

============================================================

