SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack01_RCM_221214/800/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.481e+000    6.988e-003  
T     =       3.033s    2377664392672.912s  

RSS   =   3.505e-002
SD    =   3.418e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.072e+000    7.209e-002
    2       2.000s    8.322e-001    7.730e-001   -5.921e-002
    3       3.000s    6.491e-001    5.578e-001   -9.130e-002
    4       4.000s    4.553e-001    4.031e-001   -5.217e-002
    5       5.000s    2.664e-001    2.919e-001    2.547e-002
    6       6.000s    1.313e-001    2.119e-001    8.054e-002
    7       7.000s    7.832e-002    1.543e-001    7.601e-002
    8       8.000s    7.527e-002    1.130e-001    3.768e-002
    9       9.000s    7.138e-002    8.319e-002    1.182e-002
   10      10.000s    5.478e-002    6.179e-002    7.013e-003
   11      11.000s    4.396e-002    4.640e-002    2.445e-003
   12      12.000s    4.346e-002    3.533e-002   -8.127e-003
   13      13.000s    3.949e-002    2.737e-002   -1.212e-002
   14      14.000s    2.871e-002    2.165e-002   -7.062e-003
   15      15.000s    2.215e-002    1.753e-002   -4.623e-003
   16      16.000s    2.274e-002    1.457e-002   -8.175e-003
   17      17.000s    2.145e-002    1.244e-002   -9.005e-003
   18      18.000s    1.562e-002    1.091e-002   -4.715e-003
   19      19.000s    1.262e-002    9.808e-003   -2.811e-003
   20      20.000s    1.435e-002    9.016e-003   -5.329e-003
   21      21.000s    1.425e-002    8.447e-003   -5.800e-003
   22      22.000s    1.068e-002    8.037e-003   -2.647e-003
   23      23.000s    9.553e-003    7.743e-003   -1.811e-003
   24      24.000s    1.222e-002    7.531e-003   -4.692e-003
   25      25.000s    1.313e-002    7.378e-003   -5.751e-003
   26      26.000s    1.079e-002    7.269e-003   -3.523e-003
   27      27.000s    1.025e-002    7.190e-003   -3.056e-003
   28      28.000s    1.305e-002    7.133e-003   -5.921e-003
   29      29.000s    1.488e-002    7.093e-003   -7.787e-003
   30      30.000s    1.450e-002    7.063e-003   -7.436e-003

============================================================

