SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack04_RCM_191214/730/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 161 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.570e+000    8.584e-003  
T     =       2.263s      177.533s  

RSS   =   2.993e-003
SD    =   9.989e-003

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.017e+000    1.746e-002
    2       2.000s    6.943e-001    6.570e-001   -3.728e-002
    3       3.000s    4.269e-001    4.253e-001   -1.565e-003
    4       4.000s    2.626e-001    2.764e-001    1.377e-002
    5       5.000s    1.713e-001    1.806e-001    9.319e-003
    6       6.000s    1.075e-001    1.190e-001    1.152e-002
    7       7.000s    6.384e-002    7.943e-002    1.559e-002
    8       8.000s    4.743e-002    5.396e-002    6.531e-003
    9       9.000s    4.639e-002    3.757e-002   -8.825e-003
   10      10.000s    4.136e-002    2.702e-002   -1.434e-002
   11      11.000s    3.034e-002    2.022e-002   -1.012e-002
   12      12.000s    2.298e-002    1.583e-002   -7.142e-003
   13      13.000s    2.068e-002    1.300e-002   -7.684e-003
   14      14.000s    1.731e-002    1.116e-002   -6.146e-003
   15      15.000s    1.226e-002    9.963e-003   -2.293e-003
   16      16.000s    9.893e-003    9.178e-003   -7.148e-004
   17      17.000s    9.861e-003    8.657e-003   -1.204e-003
   18      18.000s    8.179e-003    8.307e-003    1.285e-004
   19      19.000s    5.289e-003    8.067e-003    2.778e-003
   20      20.000s    4.815e-003    7.897e-003    3.082e-003
   21      21.000s    6.369e-003    7.773e-003    1.404e-003
   22      22.000s    6.473e-003    7.678e-003    1.204e-003
   23      23.000s    4.950e-003    7.601e-003    2.651e-003
   24      24.000s    4.504e-003    7.537e-003    3.033e-003
   25      25.000s    5.345e-003    7.481e-003    2.137e-003
   26      26.000s    5.370e-003    7.431e-003    2.061e-003
   27      27.000s    4.583e-003    7.383e-003    2.800e-003
   28      28.000s    4.889e-003    7.338e-003    2.450e-003
   29      29.000s    6.423e-003    7.295e-003    8.718e-004
   30      30.000s    7.941e-003    7.252e-003   -6.891e-004

============================================================

