SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack01_RCM_221214/20/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 129 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.313e+000    -6.080e-003  
T     =       3.823s      195.190s  

RSS   =   6.141e-002
SD    =   4.524e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.005e+000    4.616e-003
    2       2.000s    7.443e-001    7.720e-001    2.775e-002
    3       3.000s    5.446e-001    5.930e-001    4.838e-002
    4       4.000s    5.018e-001    4.551e-001   -4.666e-002
    5       5.000s    4.920e-001    3.490e-001   -1.430e-001
    6       6.000s    3.655e-001    2.673e-001   -9.815e-002
    7       7.000s    1.639e-001    2.045e-001    4.058e-002
    8       8.000s    4.017e-002    1.561e-001    1.159e-001
    9       9.000s    3.669e-002    1.189e-001    8.216e-002
   10      10.000s    6.054e-002    9.019e-002    2.964e-002
   11      11.000s    4.538e-002    6.813e-002    2.275e-002
   12      12.000s    2.184e-002    5.115e-002    2.931e-002
   13      13.000s    2.537e-002    3.809e-002    1.272e-002
   14      14.000s    3.359e-002    2.804e-002   -5.547e-003
   15      15.000s    2.176e-002    2.031e-002   -1.442e-003
   16      16.000s    8.138e-003    1.437e-002    6.233e-003
   17      17.000s    1.199e-002    9.803e-003   -2.187e-003
   18      18.000s    1.787e-002    6.292e-003   -1.158e-002
   19      19.000s    1.002e-002    3.596e-003   -6.420e-003
   20      20.000s    1.843e-003    1.527e-003   -3.161e-004
   21      21.000s    6.609e-003    -5.977e-005   -6.669e-003
   22      22.000s    1.210e-002    -1.275e-003   -1.338e-002
   23      23.000s    6.376e-003    -2.204e-003   -8.580e-003
   24      24.000s    2.783e-004    -2.913e-003   -3.191e-003
   25      25.000s    4.732e-003    -3.452e-003   -8.185e-003
   26      26.000s    1.036e-002    -3.862e-003   -1.422e-002
   27      27.000s    7.491e-003    -4.170e-003   -1.166e-002
   28      28.000s    4.581e-003    -4.402e-003   -8.983e-003
   29      29.000s    1.049e-002    -4.574e-003   -1.506e-002
   30      30.000s    1.761e-002    -4.701e-003   -2.231e-002

============================================================

