SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack01_RCM_221214/62/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 3178 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   6.238e+001    -6.108e+001  
T     =       5.345s        5.362s  

RSS   =   5.600e-002
SD    =   4.320e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.049e+000    4.852e-002
    2       2.000s    8.365e-001    8.450e-001    8.502e-003
    3       3.000s    7.009e-001    6.803e-001   -2.052e-002
    4       4.000s    6.173e-001    5.473e-001   -7.008e-002
    5       5.000s    5.397e-001    4.398e-001   -9.987e-002
    6       6.000s    4.126e-001    3.531e-001   -5.955e-002
    7       7.000s    2.521e-001    2.831e-001    3.104e-002
    8       8.000s    1.296e-001    2.268e-001    9.717e-002
    9       9.000s    8.380e-002    1.814e-001    9.759e-002
   10      10.000s    8.387e-002    1.449e-001    6.103e-002
   11      11.000s    8.282e-002    1.156e-001    3.275e-002
   12      12.000s    7.139e-002    9.203e-002    2.064e-002
   13      13.000s    6.448e-002    7.316e-002    8.676e-003
   14      14.000s    6.419e-002    5.805e-002   -6.149e-003
   15      15.000s    6.042e-002    4.596e-002   -1.446e-002
   16      16.000s    5.251e-002    3.631e-002   -1.621e-002
   17      17.000s    4.807e-002    2.861e-002   -1.946e-002
   18      18.000s    4.699e-002    2.248e-002   -2.451e-002
   19      19.000s    4.302e-002    1.761e-002   -2.541e-002
   20      20.000s    3.676e-002    1.375e-002   -2.302e-002
   21      21.000s    3.376e-002    1.069e-002   -2.308e-002
   22      22.000s    3.329e-002    8.272e-003   -2.502e-002
   23      23.000s    3.027e-002    6.369e-003   -2.390e-002
   24      24.000s    2.560e-002    4.875e-003   -2.072e-002
   25      25.000s    2.461e-002    3.705e-003   -2.091e-002
   26      26.000s    2.730e-002    2.792e-003   -2.451e-002
   27      27.000s    2.900e-002    2.083e-003   -2.692e-002
   28      28.000s    2.916e-002    1.534e-003   -2.762e-002
   29      29.000s    3.138e-002    1.112e-003   -3.027e-002
   30      30.000s    3.581e-002    7.894e-004   -3.502e-002

============================================================

