SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack01_RCM_221214/760/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 7305 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   2.685e+002    -2.672e+002  
T     =       8.139s        8.154s  

RSS   =   7.289e-002
SD    =   4.929e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.107e+000    1.071e-001
    2       2.000s    8.992e-001    9.309e-001    3.163e-002
    3       3.000s    8.505e-001    7.806e-001   -6.991e-002
    4       4.000s    7.835e-001    6.526e-001   -1.310e-001
    5       5.000s    6.540e-001    5.437e-001   -1.102e-001
    6       6.000s    4.951e-001    4.513e-001   -4.379e-002
    7       7.000s    3.606e-001    3.730e-001    1.239e-002
    8       8.000s    2.641e-001    3.068e-001    4.267e-002
    9       9.000s    1.911e-001    2.509e-001    5.976e-002
   10      10.000s    1.359e-001    2.038e-001    6.787e-002
   11      11.000s    1.019e-001    1.642e-001    6.230e-002
   12      12.000s    8.324e-002    1.311e-001    4.785e-002
   13      13.000s    6.821e-002    1.034e-001    3.520e-002
   14      14.000s    5.449e-002    8.039e-002    2.589e-002
   15      15.000s    4.616e-002    6.130e-002    1.514e-002
   16      16.000s    4.148e-002    4.555e-002    4.068e-003
   17      17.000s    3.508e-002    3.262e-002   -2.460e-003
   18      18.000s    2.771e-002    2.207e-002   -5.644e-003
   19      19.000s    2.371e-002    1.352e-002   -1.019e-002
   20      20.000s    2.210e-002    6.649e-003   -1.545e-002
   21      21.000s    1.867e-002    1.188e-003   -1.748e-002
   22      22.000s    1.400e-002    -3.101e-003   -1.710e-002
   23      23.000s    1.182e-002    -6.414e-003   -1.823e-002
   24      24.000s    1.174e-002    -8.921e-003   -2.066e-002
   25      25.000s    1.048e-002    -1.076e-002   -2.124e-002
   26      26.000s    8.472e-003    -1.206e-002   -2.053e-002
   27      27.000s    9.168e-003    -1.291e-002   -2.208e-002
   28      28.000s    1.300e-002    -1.341e-002   -2.641e-002
   29      29.000s    1.702e-002    -1.362e-002   -3.064e-002
   30      30.000s    1.950e-002    -1.360e-002   -3.310e-002

============================================================

