SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack01_RCM_221214/810/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 177 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.818e+000    4.986e-003  
T     =       1.753s      222.543s  

RSS   =   1.688e-002
SD    =   2.372e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.033e+000    3.259e-002
    2       2.000s    6.745e-001    5.858e-001   -8.870e-002
    3       3.000s    3.265e-001    3.332e-001    6.664e-003
    4       4.000s    1.218e-001    1.905e-001    6.866e-002
    5       5.000s    6.853e-002    1.098e-001    4.122e-002
    6       6.000s    6.746e-002    6.413e-002   -3.331e-003
    7       7.000s    5.243e-002    3.834e-002   -1.409e-002
    8       8.000s    3.357e-002    2.375e-002   -9.824e-003
    9       9.000s    3.111e-002    1.549e-002   -1.562e-002
   10      10.000s    3.258e-002    1.082e-002   -2.176e-002
   11      11.000s    2.319e-002    8.165e-003   -1.503e-002
   12      12.000s    1.217e-002    6.657e-003   -5.516e-003
   13      13.000s    1.071e-002    5.795e-003   -4.916e-003
   14      14.000s    1.168e-002    5.299e-003   -6.379e-003
   15      15.000s    6.270e-003    5.010e-003   -1.261e-003
   16      16.000s    2.692e-004    4.837e-003    4.568e-003
   17      17.000s    8.055e-004    4.731e-003    3.925e-003
   18      18.000s    3.025e-003    4.661e-003    1.637e-003
   19      19.000s    1.055e-003    4.613e-003    3.559e-003
   20      20.000s    -9.576e-004    4.577e-003    5.535e-003
   21      21.000s    1.561e-003    4.548e-003    2.987e-003
   22      22.000s    4.223e-003    4.523e-003    3.003e-004
   23      23.000s    2.492e-003    4.500e-003    2.008e-003
   24      24.000s    2.140e-004    4.478e-003    4.264e-003
   25      25.000s    1.655e-003    4.457e-003    2.802e-003
   26      26.000s    3.593e-003    4.437e-003    8.435e-004
   27      27.000s    2.310e-003    4.416e-003    2.107e-003
   28      28.000s    8.443e-004    4.396e-003    3.552e-003
   29      29.000s    2.824e-003    4.377e-003    1.553e-003
   30      30.000s    5.862e-003    4.357e-003   -1.505e-003

============================================================

