SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack01_RCM_221214/220/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 168 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.460e+000    7.829e-003  
T     =       2.819s      290.655s  

RSS   =   6.290e-003
SD    =   1.448e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.032e+000    3.174e-002
    2       2.000s    7.663e-001    7.260e-001   -4.038e-002
    3       3.000s    5.448e-001    5.115e-001   -3.329e-002
    4       4.000s    3.635e-001    3.610e-001   -2.475e-003
    5       5.000s    2.312e-001    2.555e-001    2.425e-002
    6       6.000s    1.517e-001    1.815e-001    2.981e-002
    7       7.000s    1.100e-001    1.295e-001    1.953e-002
    8       8.000s    8.240e-002    9.312e-002    1.072e-002
    9       9.000s    6.036e-002    6.756e-002    7.200e-003
   10      10.000s    4.883e-002    4.963e-002    7.945e-004
   11      11.000s    4.535e-002    3.704e-002   -8.311e-003
   12      12.000s    3.976e-002    2.820e-002   -1.156e-002
   13      13.000s    3.059e-002    2.200e-002   -8.586e-003
   14      14.000s    2.475e-002    1.764e-002   -7.111e-003
   15      15.000s    2.296e-002    1.457e-002   -8.387e-003
   16      16.000s    1.937e-002    1.242e-002   -6.954e-003
   17      17.000s    1.383e-002    1.090e-002   -2.936e-003
   18      18.000s    1.166e-002    9.822e-003   -1.840e-003
   19      19.000s    1.258e-002    9.061e-003   -3.516e-003
   20      20.000s    1.125e-002    8.520e-003   -2.732e-003
   21      21.000s    7.687e-003    8.133e-003    4.460e-004
   22      22.000s    6.693e-003    7.854e-003    1.162e-003
   23      23.000s    8.192e-003    7.651e-003   -5.406e-004
   24      24.000s    7.635e-003    7.502e-003   -1.330e-004
   25      25.000s    5.038e-003    7.389e-003    2.351e-003
   26      26.000s    4.620e-003    7.303e-003    2.683e-003
   27      27.000s    6.327e-003    7.236e-003    9.088e-004
   28      28.000s    6.184e-003    7.181e-003    9.972e-004
   29      29.000s    4.220e-003    7.135e-003    2.916e-003
   30      30.000s    4.106e-003    7.096e-003    2.990e-003

============================================================

