SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack01_RCM_221214/490/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 317 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.783e+000    6.406e-003  
T     =       1.840s      261.850s  

RSS   =   2.533e-002
SD    =   2.906e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.042e+000    4.186e-002
    2       2.000s    7.092e-001    6.076e-001   -1.015e-001
    3       3.000s    3.704e-001    3.555e-001   -1.494e-002
    4       4.000s    1.313e-001    2.091e-001    7.777e-002
    5       5.000s    5.330e-002    1.240e-001    7.072e-002
    6       6.000s    6.615e-002    7.462e-002    8.478e-003
    7       7.000s    7.066e-002    4.593e-002   -2.473e-002
    8       8.000s    4.585e-002    2.926e-002   -1.658e-002
    9       9.000s    2.855e-002    1.957e-002   -8.971e-003
   10      10.000s    3.153e-002    1.394e-002   -1.759e-002
   11      11.000s    3.134e-002    1.066e-002   -2.068e-002
   12      12.000s    1.789e-002    8.740e-003   -9.153e-003
   13      13.000s    7.919e-003    7.618e-003   -3.015e-004
   14      14.000s    9.862e-003    6.956e-003   -2.906e-003
   15      15.000s    1.141e-002    6.563e-003   -4.843e-003
   16      16.000s    5.767e-003    6.324e-003    5.571e-004
   17      17.000s    2.382e-003    6.176e-003    3.795e-003
   18      18.000s    6.026e-003    6.081e-003    5.478e-005
   19      19.000s    7.988e-003    6.016e-003   -1.972e-003
   20      20.000s    3.799e-003    5.969e-003    2.170e-003
   21      21.000s    9.968e-004    5.932e-003    4.935e-003
   22      22.000s    3.706e-003    5.901e-003    2.195e-003
   23      23.000s    5.497e-003    5.874e-003    3.769e-004
   24      24.000s    2.759e-003    5.849e-003    3.090e-003
   25      25.000s    1.104e-003    5.825e-003    4.721e-003
   26      26.000s    3.625e-003    5.802e-003    2.177e-003
   27      27.000s    5.314e-003    5.779e-003    4.655e-004
   28      28.000s    3.724e-003    5.757e-003    2.033e-003
   29      29.000s    3.938e-003    5.735e-003    1.796e-003
   30      30.000s    8.656e-003    5.713e-003   -2.944e-003

============================================================

