SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack01_RCM_221214/50/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 167 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.711e+000    6.791e-003  
T     =       2.012s      370.392s  

RSS   =   2.496e-002
SD    =   2.885e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.048e+000    4.779e-002
    2       2.000s    7.380e-001    6.400e-001   -9.796e-002
    3       3.000s    4.271e-001    3.920e-001   -3.513e-002
    4       4.000s    1.872e-001    2.411e-001    5.387e-002
    5       5.000s    7.365e-002    1.492e-001    7.560e-002
    6       6.000s    5.265e-002    9.340e-002    4.074e-002
    7       7.000s    5.725e-002    5.941e-002    2.163e-003
    8       8.000s    5.247e-002    3.873e-002   -1.374e-002
    9       9.000s    4.256e-002    2.615e-002   -1.641e-002
   10      10.000s    3.717e-002    1.848e-002   -1.868e-002
   11      11.000s    3.327e-002    1.382e-002   -1.946e-002
   12      12.000s    2.608e-002    1.097e-002   -1.511e-002
   13      13.000s    1.837e-002    9.230e-003   -9.140e-003
   14      14.000s    1.384e-002    8.165e-003   -5.679e-003
   15      15.000s    1.098e-002    7.511e-003   -3.472e-003
   16      16.000s    7.759e-003    7.106e-003   -6.527e-004
   17      17.000s    5.722e-003    6.853e-003    1.130e-003
   18      18.000s    6.092e-003    6.692e-003    5.996e-004
   19      19.000s    6.769e-003    6.587e-003   -1.816e-004
   20      20.000s    5.960e-003    6.517e-003    5.570e-004
   21      21.000s    4.909e-003    6.467e-003    1.559e-003
   22      22.000s    4.928e-003    6.430e-003    1.502e-003
   23      23.000s    5.071e-003    6.401e-003    1.330e-003
   24      24.000s    4.500e-003    6.377e-003    1.876e-003
   25      25.000s    4.193e-003    6.355e-003    2.162e-003
   26      26.000s    4.738e-003    6.335e-003    1.597e-003
   27      27.000s    5.066e-003    6.317e-003    1.251e-003
   28      28.000s    4.752e-003    6.299e-003    1.546e-003
   29      29.000s    5.214e-003    6.281e-003    1.067e-003
   30      30.000s    7.408e-003    6.264e-003   -1.144e-003

============================================================

