SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack01_RCM_221214/680/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 334 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.263e+000    9.369e-002  
T     =       3.253s       18.369s  

RSS   =   2.030e-003
SD    =   8.226e-003

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.018e+000    1.769e-002
    2       2.000s    7.927e-001    7.671e-001   -2.560e-002
    3       3.000s    5.938e-001    5.819e-001   -1.185e-002
    4       4.000s    4.440e-001    4.448e-001    7.597e-004
    5       5.000s    3.353e-001    3.430e-001    7.685e-003
    6       6.000s    2.527e-001    2.673e-001    1.460e-002
    7       7.000s    1.957e-001    2.109e-001    1.516e-002
    8       8.000s    1.620e-001    1.686e-001    6.620e-003
    9       9.000s    1.386e-001    1.368e-001   -1.784e-003
   10      10.000s    1.168e-001    1.128e-001   -4.013e-003
   11      11.000s    9.936e-002    9.443e-002   -4.934e-003
   12      12.000s    8.851e-002    8.034e-002   -8.179e-003
   13      13.000s    7.889e-002    6.939e-002   -9.492e-003
   14      14.000s    6.719e-002    6.080e-002   -6.391e-003
   15      15.000s    5.728e-002    5.396e-002   -3.319e-003
   16      16.000s    5.152e-002    4.845e-002   -3.070e-003
   17      17.000s    4.626e-002    4.393e-002   -2.334e-003
   18      18.000s    3.941e-002    4.016e-002    7.462e-004
   19      19.000s    3.417e-002    3.698e-002    2.804e-003
   20      20.000s    3.211e-002    3.424e-002    2.127e-003
   21      21.000s    2.992e-002    3.185e-002    1.934e-003
   22      22.000s    2.585e-002    2.975e-002    3.893e-003
   23      23.000s    2.285e-002    2.786e-002    5.014e-003
   24      24.000s    2.254e-002    2.616e-002    3.621e-003
   25      25.000s    2.232e-002    2.460e-002    2.287e-003
   26      26.000s    2.072e-002    2.318e-002    2.459e-003
   27      27.000s    2.000e-002    2.186e-002    1.857e-003
   28      28.000s    2.123e-002    2.063e-002   -5.999e-004
   29      29.000s    2.221e-002    1.949e-002   -2.721e-003
   30      30.000s    2.232e-002    1.842e-002   -3.896e-003

============================================================

