SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack01_RCM_221214/180/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 157 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.731e+000    6.160e-003  
T     =       1.991s      111.323s  

RSS   =   3.433e-002
SD    =   3.383e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.054e+000    5.353e-002
    2       2.000s    7.640e-001    6.399e-001   -1.241e-001
    3       3.000s    4.087e-001    3.895e-001   -1.922e-002
    4       4.000s    1.488e-001    2.380e-001    8.921e-002
    5       5.000s    6.976e-002    1.463e-001    7.656e-002
    6       6.000s    8.367e-002    9.081e-002    7.137e-003
    7       7.000s    8.054e-002    5.720e-002   -2.334e-002
    8       8.000s    4.870e-002    3.685e-002   -1.185e-002
    9       9.000s    3.081e-002    2.451e-002   -6.302e-003
   10      10.000s    3.385e-002    1.702e-002   -1.682e-002
   11      11.000s    3.197e-002    1.247e-002   -1.950e-002
   12      12.000s    1.996e-002    9.702e-003   -1.025e-002
   13      13.000s    1.435e-002    8.006e-003   -6.341e-003
   14      14.000s    1.697e-002    6.960e-003   -1.001e-002
   15      15.000s    1.442e-002    6.308e-003   -8.108e-003
   16      16.000s    5.938e-003    5.895e-003   -4.346e-005
   17      17.000s    3.059e-003    5.626e-003    2.567e-003
   18      18.000s    6.323e-003    5.445e-003   -8.775e-004
   19      19.000s    5.745e-003    5.318e-003   -4.270e-004
   20      20.000s    7.920e-004    5.222e-003    4.430e-003
   21      21.000s    5.875e-005    5.147e-003    5.088e-003
   22      22.000s    3.787e-003    5.083e-003    1.296e-003
   23      23.000s    4.083e-003    5.027e-003    9.438e-004
   24      24.000s    5.137e-004    4.976e-003    4.462e-003
   25      25.000s    1.242e-004    4.927e-003    4.803e-003
   26      26.000s    3.430e-003    4.881e-003    1.451e-003
   27      27.000s    4.132e-003    4.836e-003    7.043e-004
   28      28.000s    1.699e-003    4.792e-003    3.093e-003
   29      29.000s    1.867e-003    4.748e-003    2.882e-003
   30      30.000s    5.325e-003    4.706e-003   -6.197e-004

============================================================

