SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack05_RCM_161214/310/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 146 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.414e+000    1.122e-002  
T     =       2.820s      344.574s  

RSS   =   1.520e-003
SD    =   7.118e-003

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.003e+000    3.004e-003
    2       2.000s    7.145e-001    7.069e-001   -7.646e-003
    3       3.000s    4.999e-001    4.991e-001   -8.197e-004
    4       4.000s    3.563e-001    3.534e-001   -2.923e-003
    5       5.000s    2.431e-001    2.512e-001    8.114e-003
    6       6.000s    1.621e-001    1.794e-001    1.737e-002
    7       7.000s    1.222e-001    1.291e-001    6.924e-003
    8       8.000s    1.005e-001    9.383e-002   -6.646e-003
    9       9.000s    7.529e-002    6.906e-002   -6.234e-003
   10      10.000s    5.536e-002    5.167e-002   -3.693e-003
   11      11.000s    5.071e-002    3.947e-002   -1.125e-002
   12      12.000s    4.824e-002    3.090e-002   -1.735e-002
   13      13.000s    3.618e-002    2.487e-002   -1.131e-002
   14      14.000s    2.447e-002    2.064e-002   -3.827e-003
   15      15.000s    2.290e-002    1.766e-002   -5.232e-003
   16      16.000s    2.263e-002    1.557e-002   -7.061e-003
   17      17.000s    1.515e-002    1.408e-002   -1.063e-003
   18      18.000s    8.550e-003    1.304e-002    4.486e-003
   19      19.000s    1.043e-002    1.229e-002    1.858e-003
   20      20.000s    1.311e-002    1.176e-002   -1.348e-003
   21      21.000s    9.096e-003    1.138e-002    2.284e-003
   22      22.000s    4.889e-003    1.110e-002    6.214e-003
   23      23.000s    7.082e-003    1.090e-002    3.818e-003
   24      24.000s    9.722e-003    1.075e-002    1.026e-003
   25      25.000s    6.761e-003    1.063e-002    3.872e-003
   26      26.000s    3.521e-003    1.054e-002    7.022e-003
   27      27.000s    5.352e-003    1.047e-002    5.118e-003
   28      28.000s    7.331e-003    1.041e-002    3.080e-003
   29      29.000s    4.743e-003    1.036e-002    5.618e-003
   30      30.000s    2.166e-003    1.032e-002    8.151e-003

============================================================

