SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack02_RCM_231214/740/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 321 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.420e+000    1.483e-002  
T     =       3.002s       55.722s  

RSS   =   5.728e-003
SD    =   1.382e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.032e+000    3.213e-002
    2       2.000s    7.892e-001    7.436e-001   -4.566e-002
    3       3.000s    5.613e-001    5.367e-001   -2.459e-002
    4       4.000s    3.847e-001    3.884e-001    3.692e-003
    5       5.000s    2.651e-001    2.820e-001    1.688e-002
    6       6.000s    1.840e-001    2.057e-001    2.172e-002
    7       7.000s    1.301e-001    1.510e-001    2.092e-002
    8       8.000s    9.799e-002    1.117e-001    1.369e-002
    9       9.000s    7.926e-002    8.345e-002    4.188e-003
   10      10.000s    6.583e-002    6.316e-002   -2.672e-003
   11      11.000s    5.561e-002    4.855e-002   -7.056e-003
   12      12.000s    4.862e-002    3.803e-002   -1.059e-002
   13      13.000s    4.248e-002    3.043e-002   -1.205e-002
   14      14.000s    3.531e-002    2.493e-002   -1.038e-002
   15      15.000s    2.866e-002    2.093e-002   -7.730e-003
   16      16.000s    2.420e-002    1.801e-002   -6.196e-003
   17      17.000s    2.070e-002    1.586e-002   -4.840e-003
   18      18.000s    1.663e-002    1.427e-002   -2.357e-003
   19      19.000s    1.300e-002    1.308e-002    7.607e-005
   20      20.000s    1.118e-002    1.217e-002    9.928e-004
   21      21.000s    1.028e-002    1.147e-002    1.191e-003
   22      22.000s    9.022e-003    1.093e-002    1.903e-003
   23      23.000s    7.962e-003    1.048e-002    2.522e-003
   24      24.000s    7.967e-003    1.012e-002    2.152e-003
   25      25.000s    8.195e-003    9.813e-003    1.618e-003
   26      26.000s    7.552e-003    9.547e-003    1.995e-003
   27      27.000s    6.656e-003    9.312e-003    2.656e-003
   28      28.000s    6.592e-003    9.099e-003    2.507e-003
   29      29.000s    6.982e-003    8.904e-003    1.923e-003
   30      30.000s    6.893e-003    8.722e-003    1.829e-003

============================================================

