SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack01_RCM_221214/460/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.267e+000    3.038e-003  
T     =       4.978s    43825500487190.828s  

RSS   =   6.081e-003
SD    =   1.424e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.040e+000    3.970e-002
    2       2.000s    8.610e-001    8.510e-001   -1.000e-002
    3       3.000s    7.269e-001    6.967e-001   -3.020e-002
    4       4.000s    5.995e-001    5.705e-001   -2.903e-002
    5       5.000s    4.850e-001    4.672e-001   -1.780e-002
    6       6.000s    3.896e-001    3.827e-001   -6.901e-003
    7       7.000s    3.127e-001    3.136e-001    9.357e-004
    8       8.000s    2.493e-001    2.571e-001    7.771e-003
    9       9.000s    1.968e-001    2.109e-001    1.403e-002
   10      10.000s    1.552e-001    1.730e-001    1.786e-002
   11      11.000s    1.236e-001    1.421e-001    1.853e-002
   12      12.000s    9.957e-002    1.168e-001    1.722e-002
   13      13.000s    8.108e-002    9.609e-002    1.501e-002
   14      14.000s    6.708e-002    7.916e-002    1.207e-002
   15      15.000s    5.660e-002    6.530e-002    8.704e-003
   16      16.000s    4.827e-002    5.397e-002    5.705e-003
   17      17.000s    4.115e-002    4.470e-002    3.550e-003
   18      18.000s    3.518e-002    3.712e-002    1.943e-003
   19      19.000s    3.055e-002    3.092e-002    3.644e-004
   20      20.000s    2.713e-002    2.584e-002   -1.290e-003
   21      21.000s    2.445e-002    2.169e-002   -2.757e-003
   22      22.000s    2.215e-002    1.830e-002   -3.854e-003
   23      23.000s    2.022e-002    1.552e-002   -4.702e-003
   24      24.000s    1.868e-002    1.325e-002   -5.435e-003
   25      25.000s    1.729e-002    1.139e-002   -5.904e-003
   26      26.000s    1.591e-002    9.870e-003   -6.035e-003
   27      27.000s    1.505e-002    8.627e-003   -6.423e-003
   28      28.000s    1.558e-002    7.610e-003   -7.972e-003
   29      29.000s    1.760e-002    6.778e-003   -1.082e-002
   30      30.000s    2.037e-002    6.097e-003   -1.428e-002

============================================================

