SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack01_RCM_221214/550/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.727e+000    5.952e-003  
T     =       2.024s    1941171148897.884s  

RSS   =   3.830e-002
SD    =   3.573e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.060e+000    5.951e-002
    2       2.000s    7.779e-001    6.488e-001   -1.291e-001
    3       3.000s    4.312e-001    3.982e-001   -3.300e-002
    4       4.000s    1.613e-001    2.453e-001    8.394e-002
    5       5.000s    6.444e-002    1.520e-001    8.754e-002
    6       6.000s    7.122e-002    9.505e-002    2.383e-002
    7       7.000s    7.418e-002    6.032e-002   -1.386e-002
    8       8.000s    4.963e-002    3.912e-002   -1.051e-002
    9       9.000s    3.327e-002    2.619e-002   -7.077e-003
   10      10.000s    3.605e-002    1.830e-002   -1.775e-002
   11      11.000s    3.576e-002    1.349e-002   -2.227e-002
   12      12.000s    2.457e-002    1.055e-002   -1.402e-002
   13      13.000s    1.713e-002    8.757e-003   -8.372e-003
   14      14.000s    1.813e-002    7.663e-003   -1.046e-002
   15      15.000s    1.632e-002    6.996e-003   -9.323e-003
   16      16.000s    8.876e-003    6.589e-003   -2.287e-003
   17      17.000s    5.432e-003    6.341e-003    9.083e-004
   18      18.000s    8.004e-003    6.189e-003   -1.815e-003
   19      19.000s    7.961e-003    6.096e-003   -1.865e-003
   20      20.000s    3.383e-003    6.040e-003    2.657e-003
   21      21.000s    1.706e-003    6.006e-003    4.300e-003
   22      22.000s    4.546e-003    5.985e-003    1.438e-003
   23      23.000s    5.274e-003    5.972e-003    6.978e-004
   24      24.000s    2.393e-003    5.964e-003    3.571e-003
   25      25.000s    1.723e-003    5.959e-003    4.236e-003
   26      26.000s    4.442e-003    5.956e-003    1.514e-003
   27      27.000s    5.163e-003    5.954e-003    7.915e-004
   28      28.000s    2.839e-003    5.953e-003    3.114e-003
   29      29.000s    2.582e-003    5.953e-003    3.371e-003
   30      30.000s    5.646e-003    5.952e-003    3.061e-004

============================================================

