SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack01_RCM_221214/180/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 300 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.429e+000    2.812e-002  
T     =       2.694s       21.465s  

RSS   =   1.981e-003
SD    =   8.125e-003

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.013e+000    1.250e-002
    2       2.000s    7.199e-001    7.057e-001   -1.420e-002
    3       3.000s    5.094e-001    4.937e-001   -1.574e-002
    4       4.000s    3.550e-001    3.471e-001   -7.924e-003
    5       5.000s    2.332e-001    2.456e-001    1.240e-002
    6       6.000s    1.533e-001    1.754e-001    2.211e-002
    7       7.000s    1.139e-001    1.266e-001    1.276e-002
    8       8.000s    8.935e-002    9.273e-002    3.384e-003
    9       9.000s    6.613e-002    6.910e-002    2.971e-003
   10      10.000s    5.302e-002    5.257e-002   -4.536e-004
   11      11.000s    5.120e-002    4.094e-002   -1.026e-002
   12      12.000s    4.645e-002    3.270e-002   -1.375e-002
   13      13.000s    3.440e-002    2.682e-002   -7.585e-003
   14      14.000s    2.611e-002    2.256e-002   -3.548e-003
   15      15.000s    2.522e-002    1.944e-002   -5.780e-003
   16      16.000s    2.230e-002    1.711e-002   -5.187e-003
   17      17.000s    1.453e-002    1.534e-002    8.097e-004
   18      18.000s    1.053e-002    1.395e-002    3.422e-003
   19      19.000s    1.276e-002    1.284e-002    7.752e-005
   20      20.000s    1.319e-002    1.193e-002   -1.258e-003
   21      21.000s    9.085e-003    1.116e-002    2.075e-003
   22      22.000s    7.116e-003    1.050e-002    3.380e-003
   23      23.000s    9.238e-003    9.911e-003    6.726e-004
   24      24.000s    9.302e-003    9.386e-003    8.357e-005
   25      25.000s    5.787e-003    8.907e-003    3.120e-003
   26      26.000s    4.534e-003    8.466e-003    3.933e-003
   27      27.000s    6.943e-003    8.057e-003    1.113e-003
   28      28.000s    7.726e-003    7.673e-003   -5.311e-005
   29      29.000s    5.733e-003    7.312e-003    1.579e-003
   30      30.000s    5.516e-003    6.971e-003    1.456e-003

============================================================

