SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack01_RCM_221214/120/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.362e+000    8.367e-003  
T     =       3.687s    112934833332090.340s  

RSS   =   8.590e-003
SD    =   1.692e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.047e+000    4.673e-002
    2       2.000s    8.374e-001    8.000e-001   -3.734e-002
    3       3.000s    6.596e-001    6.120e-001   -4.763e-002
    4       4.000s    4.882e-001    4.686e-001   -1.961e-002
    5       5.000s    3.532e-001    3.592e-001    6.069e-003
    6       6.000s    2.593e-001    2.759e-001    1.657e-002
    7       7.000s    1.904e-001    2.123e-001    2.190e-002
    8       8.000s    1.380e-001    1.639e-001    2.590e-002
    9       9.000s    1.045e-001    1.269e-001    2.239e-002
   10      10.000s    8.634e-002    9.876e-002    1.242e-002
   11      11.000s    7.229e-002    7.729e-002    4.994e-003
   12      12.000s    5.841e-002    6.091e-002    2.506e-003
   13      13.000s    4.859e-002    4.843e-002   -1.636e-004
   14      14.000s    4.278e-002    3.891e-002   -3.869e-003
   15      15.000s    3.620e-002    3.166e-002   -4.543e-003
   16      16.000s    2.881e-002    2.612e-002   -2.691e-003
   17      17.000s    2.486e-002    2.190e-002   -2.957e-003
   18      18.000s    2.397e-002    1.869e-002   -5.281e-003
   19      19.000s    2.172e-002    1.624e-002   -5.489e-003
   20      20.000s    1.792e-002    1.437e-002   -3.549e-003
   21      21.000s    1.616e-002    1.294e-002   -3.215e-003
   22      22.000s    1.642e-002    1.185e-002   -4.566e-003
   23      23.000s    1.528e-002    1.103e-002   -4.257e-003
   24      24.000s    1.256e-002    1.039e-002   -2.163e-003
   25      25.000s    1.111e-002    9.912e-003   -1.202e-003
   26      26.000s    1.116e-002    9.545e-003   -1.616e-003
   27      27.000s    1.063e-002    9.265e-003   -1.367e-003
   28      28.000s    1.000e-002    9.052e-003   -9.526e-004
   29      29.000s    1.123e-002    8.889e-003   -2.336e-003
   30      30.000s    1.344e-002    8.765e-003   -4.676e-003

============================================================

