SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack01_RCM_221214/240/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 4028 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   2.367e+000    -7.889e+003  
T     =       1.682s       98.463m  

RSS   =   6.315e-003
SD    =   1.451e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.000e+000    2.441e-006
    2       2.000s    7.270e-001    7.209e-001   -6.089e-003
    3       3.000s    4.002e-001    3.978e-001   -2.312e-003
    4       4.000s    1.854e-001    2.195e-001    3.414e-002
    5       5.000s    1.100e-001    1.212e-001    1.117e-002
    6       6.000s    9.066e-002    6.686e-002   -2.380e-002
    7       7.000s    6.414e-002    3.690e-002   -2.724e-002
    8       8.000s    3.771e-002    2.036e-002   -1.735e-002
    9       9.000s    3.174e-002    1.124e-002   -2.050e-002
   10      10.000s    3.496e-002    6.201e-003   -2.876e-002
   11      11.000s    2.965e-002    3.422e-003   -2.623e-002
   12      12.000s    2.046e-002    1.888e-003   -1.857e-002
   13      13.000s    1.800e-002    1.042e-003   -1.696e-002
   14      14.000s    1.797e-002    5.751e-004   -1.740e-002
   15      15.000s    1.277e-002    3.173e-004   -1.246e-002
   16      16.000s    6.645e-003    1.751e-004   -6.470e-003
   17      17.000s    5.834e-003    9.664e-005   -5.738e-003
   18      18.000s    6.643e-003    5.333e-005   -6.590e-003
   19      19.000s    4.096e-003    2.943e-005   -4.066e-003
   20      20.000s    1.712e-003    1.624e-005   -1.696e-003
   21      21.000s    3.520e-003    8.963e-006   -3.511e-003
   22      22.000s    5.707e-003    4.946e-006   -5.702e-003
   23      23.000s    4.211e-003    2.729e-006   -4.208e-003
   24      24.000s    2.338e-003    1.506e-006   -2.337e-003
   25      25.000s    3.752e-003    8.312e-007   -3.751e-003
   26      26.000s    5.435e-003    4.587e-007   -5.435e-003
   27      27.000s    4.098e-003    2.531e-007   -4.098e-003
   28      28.000s    2.716e-003    1.397e-007   -2.716e-003
   29      29.000s    4.612e-003    7.709e-008   -4.612e-003
   30      30.000s    7.280e-003    4.254e-008   -7.280e-003

============================================================

