SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack01_RCM_221214/600/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 138 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.404e+000    1.238e-002  
T     =       3.139s      189.877s  

RSS   =   5.854e-003
SD    =   1.397e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.033e+000    3.303e-002
    2       2.000s    7.967e-001    7.545e-001   -4.221e-002
    3       3.000s    5.812e-001    5.520e-001   -2.927e-002
    4       4.000s    4.057e-001    4.047e-001   -1.018e-003
    5       5.000s    2.806e-001    2.975e-001    1.690e-002
    6       6.000s    1.963e-001    2.196e-001    2.323e-002
    7       7.000s    1.416e-001    1.629e-001    2.133e-002
    8       8.000s    1.071e-001    1.216e-001    1.455e-002
    9       9.000s    8.504e-002    9.163e-002    6.590e-003
   10      10.000s    7.004e-002    6.979e-002   -2.444e-004
   11      11.000s    5.954e-002    5.390e-002   -5.641e-003
   12      12.000s    5.168e-002    4.232e-002   -9.367e-003
   13      13.000s    4.463e-002    3.388e-002   -1.074e-002
   14      14.000s    3.787e-002    2.773e-002   -1.014e-002
   15      15.000s    3.217e-002    2.324e-002   -8.925e-003
   16      16.000s    2.762e-002    1.996e-002   -7.661e-003
   17      17.000s    2.341e-002    1.756e-002   -5.855e-003
   18      18.000s    1.945e-002    1.580e-002   -3.652e-003
   19      19.000s    1.654e-002    1.450e-002   -2.044e-003
   20      20.000s    1.475e-002    1.354e-002   -1.206e-003
   21      21.000s    1.300e-002    1.283e-002   -1.774e-004
   22      22.000s    1.089e-002    1.229e-002    1.401e-003
   23      23.000s    9.270e-003    1.189e-002    2.617e-003
   24      24.000s    8.748e-003    1.158e-002    2.829e-003
   25      25.000s    8.687e-003    1.134e-002    2.650e-003
   26      26.000s    8.347e-003    1.115e-002    2.800e-003
   27      27.000s    7.972e-003    1.099e-002    3.021e-003
   28      28.000s    8.043e-003    1.087e-002    2.823e-003
   29      29.000s    8.327e-003    1.076e-002    2.431e-003
   30      30.000s    8.462e-003    1.067e-002    2.204e-003

============================================================

