SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack01_RCM_221214/480/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 179 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.848e+000    6.908e-002  
T     =       1.685s        1.685s  

RSS   =   5.051e-002
SD    =   4.103e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.059e+000    5.915e-002
    2       2.000s    7.336e-001    5.851e-001   -1.484e-001
    3       3.000s    3.413e-001    3.233e-001   -1.799e-002
    4       4.000s    6.650e-002    1.786e-001    1.121e-001
    5       5.000s    8.811e-005    9.867e-002    9.858e-002
    6       6.000s    3.464e-002    5.451e-002    1.988e-002
    7       7.000s    4.484e-002    3.012e-002   -1.472e-002
    8       8.000s    2.222e-002    1.664e-002   -5.586e-003
    9       9.000s    1.584e-002    9.192e-003   -6.647e-003
   10      10.000s    2.842e-002    5.078e-003   -2.334e-002
   11      11.000s    2.792e-002    2.806e-003   -2.511e-002
   12      12.000s    1.243e-002    1.550e-003   -1.088e-002
   13      13.000s    5.782e-003    8.564e-004   -4.926e-003
   14      14.000s    1.045e-002    4.731e-004   -9.977e-003
   15      15.000s    9.320e-003    2.614e-004   -9.058e-003
   16      16.000s    1.430e-003    1.444e-004   -1.285e-003
   17      17.000s    4.889e-004    7.978e-005   -4.092e-004
   18      18.000s    6.061e-003    4.408e-005   -6.017e-003
   19      19.000s    5.611e-003    2.435e-005   -5.587e-003
   20      20.000s    -5.225e-004    1.345e-005    5.360e-004
   21      21.000s    -1.010e-003    7.432e-006    1.018e-003
   22      22.000s    4.189e-003    4.106e-006   -4.185e-003
   23      23.000s    4.979e-003    2.268e-006   -4.977e-003
   24      24.000s    8.833e-004    1.253e-006   -8.820e-004
   25      25.000s    5.261e-004    6.924e-007   -5.254e-004
   26      26.000s    4.271e-003    3.825e-007   -4.271e-003
   27      27.000s    4.561e-003    2.113e-007   -4.560e-003
   28      28.000s    1.332e-003    1.168e-007   -1.332e-003
   29      29.000s    1.680e-003    6.450e-008   -1.680e-003
   30      30.000s    5.890e-003    3.564e-008   -5.890e-003

============================================================

