SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack01_RCM_221214/270/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 211 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.300e+000    4.262e-001  
T     =       2.031s        2.031s  

RSS   =   2.898e-002
SD    =   3.108e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.055e+000    5.485e-002
    2       2.000s    7.554e-001    6.447e-001   -1.107e-001
    3       3.000s    4.312e-001    3.940e-001   -3.722e-002
    4       4.000s    1.851e-001    2.408e-001    5.565e-002
    5       5.000s    7.389e-002    1.471e-001    7.326e-002
    6       6.000s    4.667e-002    8.993e-002    4.326e-002
    7       7.000s    3.899e-002    5.496e-002    1.596e-002
    8       8.000s    3.250e-002    3.359e-002    1.086e-003
    9       9.000s    3.246e-002    2.053e-002   -1.193e-002
   10      10.000s    3.387e-002    1.254e-002   -2.133e-002
   11      11.000s    2.823e-002    7.667e-003   -2.056e-002
   12      12.000s    1.938e-002    4.685e-003   -1.469e-002
   13      13.000s    1.477e-002    2.863e-003   -1.191e-002
   14      14.000s    1.258e-002    1.750e-003   -1.083e-002
   15      15.000s    8.380e-003    1.069e-003   -7.310e-003
   16      16.000s    4.740e-003    6.536e-004   -4.086e-003
   17      17.000s    5.030e-003    3.994e-004   -4.631e-003
   18      18.000s    5.951e-003    2.441e-004   -5.706e-003
   19      19.000s    3.814e-003    1.492e-004   -3.665e-003
   20      20.000s    1.428e-003    9.117e-005   -1.337e-003
   21      21.000s    2.232e-003    5.572e-005   -2.176e-003
   22      22.000s    3.761e-003    3.405e-005   -3.727e-003
   23      23.000s    2.791e-003    2.081e-005   -2.770e-003
   24      24.000s    1.394e-003    1.272e-005   -1.381e-003
   25      25.000s    2.424e-003    7.773e-006   -2.416e-003
   26      26.000s    3.930e-003    4.750e-006   -3.925e-003
   27      27.000s    3.208e-003    2.903e-006   -3.205e-003
   28      28.000s    2.054e-003    1.774e-006   -2.052e-003
   29      29.000s    3.215e-003    1.084e-006   -3.214e-003
   30      30.000s    5.440e-003    6.626e-007   -5.439e-003

============================================================

