SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack01_RCM_221214/520/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 277 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.397e+000    6.196e-002  
T     =       2.825s       17.582s  

RSS   =   1.109e-002
SD    =   1.922e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.039e+000    3.891e-002
    2       2.000s    8.045e-001    7.434e-001   -6.109e-002
    3       3.000s    5.690e-001    5.352e-001   -3.381e-002
    4       4.000s    3.725e-001    3.883e-001    1.581e-002
    5       5.000s    2.483e-001    2.845e-001    3.623e-002
    6       6.000s    1.792e-001    2.110e-001    3.183e-002
    7       7.000s    1.373e-001    1.588e-001    2.146e-002
    8       8.000s    1.121e-001    1.216e-001    9.442e-003
    9       9.000s    1.011e-001    9.487e-002   -6.262e-003
   10      10.000s    9.504e-002    7.560e-002   -1.943e-002
   11      11.000s    8.366e-002    6.158e-002   -2.208e-002
   12      12.000s    6.785e-002    5.127e-002   -1.658e-002
   13      13.000s    5.488e-002    4.359e-002   -1.129e-002
   14      14.000s    4.640e-002    3.778e-002   -8.622e-003
   15      15.000s    3.867e-002    3.330e-002   -5.372e-003
   16      16.000s    3.087e-002    2.978e-002   -1.086e-003
   17      17.000s    2.561e-002    2.696e-002    1.352e-003
   18      18.000s    2.296e-002    2.465e-002    1.684e-003
   19      19.000s    2.025e-002    2.270e-002    2.453e-003
   20      20.000s    1.703e-002    2.104e-002    4.008e-003
   21      21.000s    1.519e-002    1.959e-002    4.401e-003
   22      22.000s    1.463e-002    1.831e-002    3.680e-003
   23      23.000s    1.328e-002    1.716e-002    3.879e-003
   24      24.000s    1.108e-002    1.611e-002    5.031e-003
   25      25.000s    1.005e-002    1.515e-002    5.097e-003
   26      26.000s    1.054e-002    1.426e-002    3.721e-003
   27      27.000s    1.089e-002    1.344e-002    2.551e-003
   28      28.000s    1.081e-002    1.267e-002    1.861e-003
   29      29.000s    1.194e-002    1.196e-002    1.650e-005
   30      30.000s    1.477e-002    1.128e-002   -3.483e-003

============================================================

