SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack01_RCM_221214/210/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 158 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.521e+000    1.337e-002  
T     =       2.382s      122.701s  

RSS   =   4.601e-003
SD    =   1.238e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.013e+000    1.314e-002
    2       2.000s    7.114e-001    6.702e-001   -4.116e-002
    3       3.000s    4.293e-001    4.449e-001    1.551e-002
    4       4.000s    2.649e-001    2.967e-001    3.185e-002
    5       5.000s    1.961e-001    1.993e-001    3.248e-003
    6       6.000s    1.460e-001    1.353e-001   -1.067e-002
    7       7.000s    9.420e-002    9.317e-002   -1.035e-003
    8       8.000s    6.589e-002    6.545e-002   -4.366e-004
    9       9.000s    6.098e-002    4.721e-002   -1.377e-002
   10      10.000s    5.293e-002    3.518e-002   -1.775e-002
   11      11.000s    3.555e-002    2.725e-002   -8.302e-003
   12      12.000s    2.475e-002    2.200e-002   -2.757e-003
   13      13.000s    2.322e-002    1.851e-002   -4.704e-003
   14      14.000s    1.810e-002    1.619e-002   -1.907e-003
   15      15.000s    8.232e-003    1.463e-002    6.403e-003
   16      16.000s    4.836e-003    1.358e-002    8.742e-003
   17      17.000s    8.456e-003    1.285e-002    4.396e-003
   18      18.000s    8.648e-003    1.234e-002    3.694e-003
   19      19.000s    4.141e-003    1.198e-002    7.835e-003
   20      20.000s    3.333e-003    1.170e-002    8.371e-003
   21      21.000s    6.815e-003    1.149e-002    4.679e-003
   22      22.000s    7.036e-003    1.133e-002    4.289e-003
   23      23.000s    3.786e-003    1.118e-002    7.397e-003
   24      24.000s    4.293e-003    1.106e-002    6.767e-003
   25      25.000s    8.975e-003    1.095e-002    1.974e-003
   26      26.000s    1.113e-002    1.085e-002   -2.801e-004
   27      27.000s    1.007e-002    1.075e-002    6.789e-004
   28      28.000s    1.218e-002    1.066e-002   -1.527e-003
   29      29.000s    1.917e-002    1.056e-002   -8.606e-003
   30      30.000s    2.608e-002    1.048e-002   -1.561e-002

============================================================

