SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack01_RCM_221214/430/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 143 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.662e+000    -5.111e-004  
T     =       2.326s      257.906s  

RSS   =   5.723e-002
SD    =   4.368e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.081e+000    8.101e-002
    2       2.000s    8.224e-001    7.031e-001   -1.193e-001
    3       3.000s    5.596e-001    4.572e-001   -1.024e-001
    4       4.000s    2.738e-001    2.973e-001    2.352e-002
    5       5.000s    7.844e-002    1.932e-001    1.148e-001
    6       6.000s    2.618e-002    1.255e-001    9.935e-002
    7       7.000s    5.111e-002    8.150e-002    3.038e-002
    8       8.000s    5.967e-002    5.285e-002   -6.820e-003
    9       9.000s    3.642e-002    3.421e-002   -2.215e-003
   10      10.000s    2.234e-002    2.208e-002   -2.544e-004
   11      11.000s    2.937e-002    1.420e-002   -1.517e-002
   12      12.000s    3.107e-002    9.067e-003   -2.201e-002
   13      13.000s    1.795e-002    5.730e-003   -1.222e-002
   14      14.000s    9.267e-003    3.560e-003   -5.707e-003
   15      15.000s    1.263e-002    2.149e-003   -1.048e-002
   16      16.000s    1.298e-002    1.231e-003   -1.175e-002
   17      17.000s    4.376e-003    6.350e-004   -3.741e-003
   18      18.000s    -3.600e-004    2.478e-004    6.078e-004
   19      19.000s    3.964e-003    -3.529e-006   -3.968e-003
   20      20.000s    6.201e-003    -1.664e-004   -6.368e-003
   21      21.000s    1.393e-003    -2.717e-004   -1.665e-003
   22      22.000s    -1.139e-003    -3.395e-004    7.998e-004
   23      23.000s    2.805e-003    -3.831e-004   -3.188e-003
   24      24.000s    4.929e-003    -4.108e-004   -5.339e-003
   25      25.000s    1.413e-003    -4.282e-004   -1.841e-003
   26      26.000s    -3.301e-004    -4.388e-004   -1.087e-004
   27      27.000s    3.329e-003    -4.452e-004   -3.774e-003
   28      28.000s    5.995e-003    -4.487e-004   -6.444e-003
   29      29.000s    4.508e-003    -4.503e-004   -4.958e-003
   30      30.000s    4.654e-003    -4.508e-004   -5.105e-003

============================================================

