SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack01_RCM_221214/62/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.268e+000    1.178e-002  
T     =       4.926s    97700994143334.531s  

RSS   =   6.975e-003
SD    =   1.525e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.047e+000    4.693e-002
    2       2.000s    8.795e-001    8.567e-001   -2.271e-002
    3       3.000s    7.410e-001    7.015e-001   -3.951e-002
    4       4.000s    6.057e-001    5.748e-001   -3.091e-002
    5       5.000s    4.828e-001    4.713e-001   -1.151e-002
    6       6.000s    3.787e-001    3.869e-001    8.204e-003
    7       7.000s    2.995e-001    3.180e-001    1.844e-002
    8       8.000s    2.438e-001    2.617e-001    1.797e-002
    9       9.000s    2.017e-001    2.158e-001    1.414e-002
   10      10.000s    1.665e-001    1.783e-001    1.179e-002
   11      11.000s    1.386e-001    1.477e-001    9.136e-003
   12      12.000s    1.176e-001    1.227e-001    5.184e-003
   13      13.000s    9.955e-002    1.024e-001    2.807e-003
   14      14.000s    8.280e-002    8.572e-002    2.918e-003
   15      15.000s    6.942e-002    7.213e-002    2.710e-003
   16      16.000s    5.982e-002    6.105e-002    1.227e-003
   17      17.000s    5.123e-002    5.200e-002    7.637e-004
   18      18.000s    4.287e-002    4.461e-002    1.742e-003
   19      19.000s    3.687e-002    3.858e-002    1.702e-003
   20      20.000s    3.347e-002    3.365e-002    1.824e-004
   21      21.000s    3.014e-002    2.964e-002   -5.073e-004
   22      22.000s    2.625e-002    2.636e-002    1.078e-004
   23      23.000s    2.359e-002    2.368e-002    8.728e-005
   24      24.000s    2.226e-002    2.149e-002   -7.687e-004
   25      25.000s    2.067e-002    1.971e-002   -9.627e-004
   26      26.000s    1.967e-002    1.825e-002   -1.415e-003
   27      27.000s    2.163e-002    1.706e-002   -4.563e-003
   28      28.000s    2.540e-002    1.609e-002   -9.307e-003
   29      29.000s    2.718e-002    1.530e-002   -1.188e-002
   30      30.000s    2.667e-002    1.466e-002   -1.202e-002

============================================================

