SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack01_RCM_221214/380/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 504 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.378e+000    8.123e-002  
T     =       2.607s       10.737s  

RSS   =   2.014e-003
SD    =   8.194e-003

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.013e+000    1.330e-002
    2       2.000s    7.281e-001    7.075e-001   -2.060e-002
    3       3.000s    5.100e-001    4.976e-001   -1.243e-002
    4       4.000s    3.522e-001    3.532e-001    1.030e-003
    5       5.000s    2.385e-001    2.535e-001    1.504e-002
    6       6.000s    1.658e-001    1.845e-001    1.869e-002
    7       7.000s    1.264e-001    1.364e-001    1.002e-002
    8       8.000s    1.016e-001    1.027e-001    1.013e-003
    9       9.000s    8.136e-002    7.881e-002   -2.545e-003
   10      10.000s    6.810e-002    6.177e-002   -6.327e-003
   11      11.000s    6.122e-002    4.945e-002   -1.177e-002
   12      12.000s    5.300e-002    4.039e-002   -1.261e-002
   13      13.000s    4.158e-002    3.362e-002   -7.950e-003
   14      14.000s    3.290e-002    2.847e-002   -4.431e-003
   15      15.000s    2.850e-002    2.447e-002   -4.033e-003
   16      16.000s    2.323e-002    2.129e-002   -1.939e-003
   17      17.000s    1.589e-002    1.871e-002    2.815e-003
   18      18.000s    1.131e-002    1.658e-002    5.273e-003
   19      19.000s    1.079e-002    1.479e-002    3.997e-003
   20      20.000s    1.007e-002    1.325e-002    3.181e-003
   21      21.000s    7.495e-003    1.193e-002    4.433e-003
   22      22.000s    6.070e-003    1.077e-002    4.697e-003
   23      23.000s    6.679e-003    9.741e-003    3.062e-003
   24      24.000s    6.546e-003    8.828e-003    2.282e-003
   25      25.000s    5.179e-003    8.011e-003    2.832e-003
   26      26.000s    5.241e-003    7.277e-003    2.036e-003
   27      27.000s    6.956e-003    6.615e-003   -3.411e-004
   28      28.000s    7.515e-003    6.017e-003   -1.498e-003
   29      29.000s    6.306e-003    5.475e-003   -8.314e-004
   30      30.000s    5.524e-003    4.983e-003   -5.407e-004

============================================================

