SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack01_RCM_221214/420/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 424 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.448e+000    4.045e-002  
T     =       2.521s       14.778s  

RSS   =   1.988e-003
SD    =   8.140e-003

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.012e+000    1.185e-002
    2       2.000s    7.080e-001    6.904e-001   -1.761e-002
    3       3.000s    4.820e-001    4.736e-001   -8.414e-003
    4       4.000s    3.330e-001    3.271e-001   -5.838e-003
    5       5.000s    2.197e-001    2.281e-001    8.440e-003
    6       6.000s    1.396e-001    1.610e-001    2.136e-002
    7       7.000s    1.016e-001    1.153e-001    1.372e-002
    8       8.000s    8.346e-002    8.415e-002    6.849e-004
    9       9.000s    6.207e-002    6.276e-002    6.904e-004
   10      10.000s    4.534e-002    4.797e-002    2.636e-003
   11      11.000s    4.470e-002    3.765e-002   -7.050e-003
   12      12.000s    4.698e-002    3.036e-002   -1.663e-002
   13      13.000s    3.778e-002    2.512e-002   -1.266e-002
   14      14.000s    2.595e-002    2.129e-002   -4.663e-003
   15      15.000s    2.332e-002    1.843e-002   -4.895e-003
   16      16.000s    2.271e-002    1.624e-002   -6.473e-003
   17      17.000s    1.495e-002    1.451e-002   -4.430e-004
   18      18.000s    7.600e-003    1.311e-002    5.512e-003
   19      19.000s    9.106e-003    1.195e-002    2.847e-003
   20      20.000s    1.203e-002    1.097e-002   -1.061e-003
   21      21.000s    7.873e-003    1.012e-002    2.243e-003
   22      22.000s    2.941e-003    9.362e-003    6.421e-003
   23      23.000s    4.981e-003    8.688e-003    3.707e-003
   24      24.000s    8.343e-003    8.078e-003   -2.650e-004
   25      25.000s    5.886e-003    7.522e-003    1.636e-003
   26      26.000s    2.504e-003    7.011e-003    4.507e-003
   27      27.000s    4.368e-003    6.540e-003    2.171e-003
   28      28.000s    6.863e-003    6.103e-003   -7.592e-004
   29      29.000s    4.770e-003    5.698e-003    9.287e-004
   30      30.000s    2.929e-003    5.322e-003    2.393e-003

============================================================

