SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack01_RCM_221214/190/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 374 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.393e+000    3.037e-002  
T     =       2.935s       21.338s  

RSS   =   2.533e-003
SD    =   9.189e-003

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.020e+000    1.992e-002
    2       2.000s    7.635e-001    7.325e-001   -3.099e-002
    3       3.000s    5.394e-001    5.277e-001   -1.171e-002
    4       4.000s    3.784e-001    3.818e-001    3.383e-003
    5       5.000s    2.691e-001    2.777e-001    8.507e-003
    6       6.000s    1.883e-001    2.033e-001    1.501e-002
    7       7.000s    1.337e-001    1.502e-001    1.647e-002
    8       8.000s    1.048e-001    1.121e-001    7.334e-003
    9       9.000s    8.659e-002    8.483e-002   -1.759e-003
   10      10.000s    6.806e-002    6.518e-002   -2.886e-003
   11      11.000s    5.425e-002    5.098e-002   -3.268e-003
   12      12.000s    4.909e-002    4.066e-002   -8.428e-003
   13      13.000s    4.447e-002    3.313e-002   -1.135e-002
   14      14.000s    3.483e-002    2.758e-002   -7.256e-003
   15      15.000s    2.661e-002    2.344e-002   -3.166e-003
   16      16.000s    2.465e-002    2.033e-002   -4.325e-003
   17      17.000s    2.313e-002    1.794e-002   -5.186e-003
   18      18.000s    1.736e-002    1.609e-002   -1.273e-003
   19      19.000s    1.220e-002    1.462e-002    2.413e-003
   20      20.000s    1.169e-002    1.343e-002    1.738e-003
   21      21.000s    1.153e-002    1.244e-002    9.103e-004
   22      22.000s    8.363e-003    1.161e-002    3.242e-003
   23      23.000s    6.185e-003    1.089e-002    4.701e-003
   24      24.000s    7.702e-003    1.025e-002    2.552e-003
   25      25.000s    8.719e-003    9.689e-003    9.706e-004
   26      26.000s    6.530e-003    9.178e-003    2.648e-003
   27      27.000s    5.088e-003    8.710e-003    3.622e-003
   28      28.000s    6.907e-003    8.277e-003    1.370e-003
   29      29.000s    8.444e-003    7.873e-003   -5.704e-004
   30      30.000s    8.216e-003    7.496e-003   -7.201e-004

============================================================

