SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack01_RCM_221214/770/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 325 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.337e+000    1.901e-002  
T     =       3.494s       35.109s  

RSS   =   2.698e-003
SD    =   9.482e-003

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.023e+000    2.258e-002
    2       2.000s    7.981e-001    7.721e-001   -2.599e-002
    3       3.000s    6.053e-001    5.839e-001   -2.142e-002
    4       4.000s    4.464e-001    4.424e-001   -3.965e-003
    5       5.000s    3.257e-001    3.360e-001    1.034e-002
    6       6.000s    2.391e-001    2.560e-001    1.697e-002
    7       7.000s    1.800e-001    1.959e-001    1.585e-002
    8       8.000s    1.405e-001    1.505e-001    1.005e-002
    9       9.000s    1.127e-001    1.164e-001    3.757e-003
   10      10.000s    9.160e-002    9.069e-002   -9.142e-004
   11      11.000s    7.558e-002    7.127e-002   -4.311e-003
   12      12.000s    6.342e-002    5.660e-002   -6.818e-003
   13      13.000s    5.332e-002    4.549e-002   -7.828e-003
   14      14.000s    4.422e-002    3.707e-002   -7.147e-003
   15      15.000s    3.638e-002    3.066e-002   -5.725e-003
   16      16.000s    3.018e-002    2.577e-002   -4.412e-003
   17      17.000s    2.513e-002    2.201e-002   -3.120e-003
   18      18.000s    2.079e-002    1.912e-002   -1.667e-003
   19      19.000s    1.734e-002    1.688e-002   -4.608e-004
   20      20.000s    1.493e-002    1.512e-002    1.870e-004
   21      21.000s    1.313e-002    1.373e-002    6.015e-004
   22      22.000s    1.152e-002    1.262e-002    1.100e-003
   23      23.000s    1.024e-002    1.172e-002    1.484e-003
   24      24.000s    9.368e-003    1.098e-002    1.617e-003
   25      25.000s    8.504e-003    1.037e-002    1.866e-003
   26      26.000s    7.395e-003    9.848e-003    2.453e-003
   27      27.000s    6.514e-003    9.398e-003    2.885e-003
   28      28.000s    6.496e-003    9.005e-003    2.509e-003
   29      29.000s    7.467e-003    8.654e-003    1.187e-003
   30      30.000s    9.376e-003    8.338e-003   -1.038e-003

============================================================

