SIMFIT RESULTS
==============

Dataset : C:/Bruker/TopSpin3.2.3/data/nmrsu/nmr/ALZ_Urine_Rack01_RCM_221214/330/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 378 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =   1.432e+000    3.565e-002  
T     =       2.676s       19.763s  

RSS   =   3.086e-003
SD    =   1.014e-002

Point       Tau          Expt          Calc       Difference

    1       1.000s    1.000e+000    1.019e+000    1.915e-002
    2       2.000s    7.362e-001    7.102e-001   -2.599e-002
    3       3.000s    5.184e-001    4.972e-001   -2.118e-002
    4       4.000s    3.500e-001    3.502e-001    2.011e-004
    5       5.000s    2.295e-001    2.486e-001    1.911e-002
    6       6.000s    1.577e-001    1.784e-001    2.063e-002
    7       7.000s    1.180e-001    1.296e-001    1.169e-002
    8       8.000s    8.908e-002    9.578e-002    6.696e-003
    9       9.000s    6.778e-002    7.215e-002    4.373e-003
   10      10.000s    5.836e-002    5.559e-002   -2.776e-003
   11      11.000s    5.396e-002    4.390e-002   -1.006e-002
   12      12.000s    4.519e-002    3.557e-002   -9.620e-003
   13      13.000s    3.575e-002    2.958e-002   -6.169e-003
   14      14.000s    3.305e-002    2.520e-002   -7.852e-003
   15      15.000s    3.302e-002    2.195e-002   -1.107e-002
   16      16.000s    2.779e-002    1.949e-002   -8.298e-003
   17      17.000s    2.007e-002    1.758e-002   -2.495e-003
   18      18.000s    1.690e-002    1.605e-002   -8.460e-004
   19      19.000s    1.654e-002    1.481e-002   -1.727e-003
   20      20.000s    1.335e-002    1.377e-002    4.211e-004
   21      21.000s    9.131e-003    1.288e-002    3.748e-003
   22      22.000s    8.726e-003    1.210e-002    3.371e-003
   23      23.000s    1.002e-002    1.140e-002    1.379e-003
   24      24.000s    8.270e-003    1.077e-002    2.497e-003
   25      25.000s    5.384e-003    1.019e-002    4.804e-003
   26      26.000s    5.794e-003    9.652e-003    3.859e-003
   27      27.000s    7.696e-003    9.153e-003    1.457e-003
   28      28.000s    6.819e-003    8.686e-003    1.867e-003
   29      29.000s    4.559e-003    8.247e-003    3.688e-003
   30      30.000s    4.685e-003    7.833e-003    3.148e-003

============================================================

